 ,Area,Angle,Length
1,2.22E-04,-19.502,0.105
2,2.78E-04,26.966,0.133
3,2.14E-04,-163.072,0.101
4,3.97E-04,-16.46,0.189
5,2.01E-04,42.357,0.095
6,2.14E-04,-74.539,0.101
7,2.43E-04,-108.759,0.115
8,2.31E-04,75.964,0.109
9,2.35E-04,-44.256,0.112
10,2.48E-04,24.362,0.119
11,1.84E-04,130.156,0.087
12,2.48E-04,-122.32,0.119
13,2.09E-04,149.657,0.099
14,2.48E-04,-38.501,0.117
15,2.43E-04,-52.927,0.116
