 ,Area,Angle,Length
1,3.60E-04,-59.931,0.177
2,2.91E-04,-51.843,0.142
3,2.95E-04,42.754,0.145
4,2.95E-04,-86.775,0.144
5,2.67E-04,91.762,0.131
6,2.99E-04,116.211,0.147
