 ,Area,Angle,Length
1,3.08E-10,69.254,1.46E-04
2,2.61E-10,-29.148,1.24E-04
3,2.40E-10,-83.66,1.13E-04
4,2.70E-10,-77.775,1.28E-04
5,3.00E-10,51.981,1.44E-04
6,2.53E-10,8.973,1.19E-04
7,2.83E-10,99.752,1.34E-04
8,2.70E-10,68.025,1.28E-04
9,2.66E-10,-66.801,1.26E-04
10,2.74E-10,96.34,1.30E-04
11,2.78E-10,155.037,1.32E-04
12,2.53E-10,130.061,1.19E-04
13,2.78E-10,-4.467,1.33E-04
14,2.44E-10,-171.724,1.16E-04
