 ,Area,Angle,Length
1,3.61E-04,37.131,0.178
2,2.88E-04,-13.241,0.141
3,3.25E-04,-32.471,0.158
4,2.64E-04,145.305,0.129
5,3.37E-04,136.975,0.166
