 ,Area,Angle,Length
1,2.20E-04,-150.852,0.114
2,2.13E-04,42.93,0.111
3,1.98E-04,178.939,0.102
4,1.91E-04,-97.815,0.099
5,2.27E-04,-66.801,0.117
6,1.98E-04,116.565,0.102
7,2.34E-04,113.782,0.122
8,2.34E-04,-111.801,0.122
9,2.20E-04,64.29,0.113
10,1.98E-04,-151.049,0.102
11,2.09E-04,-102.095,0.108
12,2.23E-04,45,0.115
13,2.05E-04,101.31,0.106
14,2.23E-04,108.435,0.115
15,2.13E-04,73.78,0.11
