 ,Area,Angle,Length
1,3.75E-04,-72.57,0.183
2,2.64E-04,-32.681,0.128
3,3.30E-04,-8.746,0.16
4,3.05E-04,15.945,0.148
5,3.01E-04,-99.593,0.146
