 ,Area,Angle,Length
1,2.36E-04,83.118,0.115
2,2.56E-04,99.162,0.126
3,2.16E-04,-132.709,0.106
4,2.64E-04,-62.241,0.13
5,2.44E-04,106.607,0.12
6,2.64E-04,31.724,0.129
7,2.28E-04,-86.934,0.113
8,2.44E-04,50.44,0.12
9,2.44E-04,100.561,0.12
10,2.40E-04,-28.301,0.117
11,2.40E-04,8.673,0.118
12,2.04E-04,139.899,0.099
