resource_level,time,P,H,temperature
low nutrient supply,0.0,5e5,10.0,12.0
low nutrient supply,0.1,549686.8488540027,9.966832398830615,12.0
low nutrient supply,0.2,603997.7418671366,9.937285989703474,12.0
low nutrient supply,0.30000000000000004,663298.5257178857,9.911285976586344,12.0
low nutrient supply,0.4,727970.8585312383,9.888745780352899,12.0
low nutrient supply,0.5,798410.0774498167,9.869568112703186,12.0
low nutrient supply,0.6000000000000001,875022.3490069241,9.853646212647497,12.0
low nutrient supply,0.7000000000000001,958220.9989677285,9.840865202850567,12.0
low nutrient supply,0.8,1048421.9540001428,9.831103518906003,12.0
low nutrient supply,0.9,1146038.1938098841,9.824234372717507,12.0
low nutrient supply,1.0,1251473.165316922,9.820127207261667,12.0
low nutrient supply,1.1,1365113.1238119905,9.818649107068474,12.0
low nutrient supply,1.2000000000000002,1487318.4044633042,9.819666131641341,12.0
low nutrient supply,1.3,1618413.6818038893,9.823044550364745,12.0
low nutrient supply,1.4000000000000001,1758677.328900378,9.828651957883048,12.0
low nutrient supply,1.5,1908330.0615858138,9.836358258666127,12.0
low nutrient supply,1.6,2067523.1317801066,9.846036514950603,12.0
low nutrient supply,1.7000000000000002,2236326.4158405787,9.857563656864118,12.0
low nutrient supply,1.8,2414716.8253993113,9.870821058025454,12.0
low nutrient supply,1.9000000000000001,2602567.545977376,9.8856949835595,12.0
low nutrient supply,2.0,2799638.6574800676,9.902076919566605,12.0
low nutrient supply,2.1,3005569.73242587,9.91986379523563,12.0
low nutrient supply,2.2,3219875.000220669,9.93895810960972,12.0
low nutrient supply,2.3000000000000003,3441941.6235125894,9.959267975326648,12.0
low nutrient supply,2.4000000000000004,3671031.5417740606,9.980707091613722,12.0
low nutrient supply,2.5,3906287.2003789362,10.003194658242917,12.0
low nutrient supply,2.6,4146741.304269606,10.026655241456996,12.0
low nutrient supply,2.7,4391330.520921914,10.051018601868337,12.0
low nutrient supply,2.8000000000000003,4638912.830875256,10.076219493316716,12.0
low nutrient supply,2.9000000000000004,4888287.991018676,10.102197440580262,12.0
low nutrient supply,3.0,5138220.372263134,10.128896502743746,12.0
low nutrient supply,3.1,5387463.269283555,10.156265028047214,12.0
low nutrient supply,3.2,5634783.674956773,10.184255405035334,12.0
low nutrient supply,3.3000000000000003,5878986.480014751,10.212823813996176,12.0
low nutrient supply,3.4000000000000004,6118937.099106227,10.241929981883652,12.0
low nutrient supply,3.5,6353581.635292052,10.271536943238223,12.0
low nutrient supply,3.6,6581963.864123588,10.301610809030235,12.0
low nutrient supply,3.7,6803238.528149569,10.332120544842274,12.0
low nutrient supply,3.8000000000000003,7016680.662525989,10.363037759382095,12.0
low nutrient supply,3.9000000000000004,7221690.901490259,10.394336503963,12.0
low nutrient supply,4.0,7417796.925110712,10.425993083298177,12.0
low nutrient supply,4.1000000000000005,7604651.381367984,10.457985877721043,12.0
low nutrient supply,4.2,7782026.750943246,10.49029517675754,12.0
low nutrient supply,4.3,7949807.707239453,10.52290302383144,12.0
low nutrient supply,4.4,8107981.563271117,10.5557930717738,12.0
low nutrient supply,4.5,8256627.395169988,10.588950448726818,12.0
low nutrient supply,4.6000000000000005,8395904.396815784,10.622361633975519,12.0
low nutrient supply,4.7,8526039.960427506,10.65601434320363,12.0
low nutrient supply,4.800000000000001,8647317.90285214,10.689897422648624,12.0
low nutrient supply,4.9,8760067.17497906,10.724000751622304,12.0
low nutrient supply,5.0,8864651.309037825,10.75831515286457,12.0
low nutrient supply,5.1000000000000005,8961458.780713212,10.792832310206867,12.0
low nutrient supply,5.2,9050894.393580236,10.827544693036455,12.0
low nutrient supply,5.300000000000001,9133371.73435718,10.862445487071497,12.0
low nutrient supply,5.4,9209306.699672198,10.897528530978699,12.0
low nutrient supply,5.5,9279112.058254994,10.932788258388875,12.0
low nutrient supply,5.6000000000000005,9343192.985840898,10.968219644890693,12.0
low nutrient supply,5.7,9401943.492412815,11.00381815960797,12.0
low nutrient supply,5.800000000000001,9455743.651112579,11.039579720991247,12.0
low nutrient supply,5.9,9504957.533889975,11.07550065647899,12.0
low nutrient supply,6.0,9549931.759427369,11.111577665707951,12.0
low nutrient supply,6.1000000000000005,9590994.56255911,11.147807786975461,12.0
low nutrient supply,6.2,9628455.300246643,11.18418836667864,12.0
low nutrient supply,6.300000000000001,9662604.316694768,11.220717031476383,12.0
low nutrient supply,6.4,9693713.098318892,11.257391662939822,12.0
low nutrient supply,6.5,9722034.657568738,11.29421037447582,12.0
low nutrient supply,6.6000000000000005,9747804.092773635,11.331171490325206,12.0
low nutrient supply,6.7,9771239.278885728,11.368273526453981,12.0
low nutrient supply,6.800000000000001,9792541.651125843,11.40551517317067,12.0
low nutrient supply,6.9,9811897.049967729,11.442895279317005,12.0
low nutrient supply,7.0,9829476.601608707,11.480412837892223,12.0
low nutrient supply,7.1000000000000005,9845437.613072058,11.518066972983032,12.0
low nutrient supply,7.2,9859924.465396475,11.555856927882488,12.0
low nutrient supply,7.300000000000001,9873069.492043074,11.593782054291072,12.0
low nutrient supply,7.4,9884993.832741635,11.631841802502587,12.0
low nutrient supply,7.5,9895808.255602818,11.670035712486113,12.0
low nutrient supply,7.6000000000000005,9905613.94239733,11.708363405782999,12.0
low nutrient supply,7.7,9914503.233652895,11.746824578145013,12.0
low nutrient supply,7.800000000000001,9922560.331685396,11.785418992846562,12.0
low nutrient supply,7.9,9929861.960687172,11.824146474609723,12.0
low nutrient supply,8.0,9936477.98388118,11.863006904086278,12.0
low nutrient supply,8.1,9942471.978450617,11.90200021284602,12.0
low nutrient supply,8.200000000000001,9947901.769426633,11.941126378825182,12.0
low nutrient supply,8.3,9952819.924079835,11.980385422192985,12.0
low nutrient supply,8.4,9957274.208611961,12.019777401598098,12.0
low nutrient supply,8.5,9961308.009106329,12.059302410760276,12.0
low nutrient supply,8.6,9964960.718788816,12.098960575375546,12.0
low nutrient supply,8.700000000000001,9968268.093687288,12.138752050306302,12.0
low nutrient supply,8.8,9971262.578772308,12.178677017030118,12.0
low nutrient supply,8.9,9973973.606624268,12.218735681323608,12.0
low nutrient supply,9.0,9976427.87061074,12.258928271159764,12.0
low nutrient supply,9.1,9978649.574479567,12.299255034799167,12.0
low nutrient supply,9.200000000000001,9980660.66018319,12.339716239057267,12.0
low nutrient supply,9.3,9982481.01565261,12.3803121677316,12.0
low nutrient supply,9.4,9984128.664138224,12.421043120174177,12.0
low nutrient supply,9.5,9985619.93663238,12.461909409995796,12.0
low nutrient supply,9.600000000000001,9986969.62878692,12.502911363890043,12.0
low nutrient supply,9.700000000000001,9988191.143639354,12.54404932056608,12.0
low nutrient supply,9.8,9989296.621365298,12.585323629780133,12.0
low nutrient supply,9.9,9990297.057182485,12.62673465145665,12.0
low nutrient supply,10.0,9991202.408444285,12.668282754890859,12.0
low nutrient supply,10.100000000000001,9992021.691877795,12.70996831802524,12.0
low nutrient supply,10.200000000000001,9992763.071843965,12.75179172679311,12.0
low nutrient supply,10.3,9993433.940424513,12.793753374523144,12.0
low nutrient supply,10.4,9994040.990072755,12.835853661399218,12.0
low nutrient supply,10.5,9994590.27950259,12.878092993970489,12.0
low nutrient supply,10.600000000000001,9995087.293431273,12.920471784707082,12.0
low nutrient supply,10.700000000000001,9995536.996742567,12.962990451597166,12.0
low nutrient supply,10.8,9995943.88357274,13.00564941778167,12.0
low nutrient supply,10.9,9996312.021793304,13.048449111223137,12.0
low nutrient supply,11.0,9996645.093326518,13.0913899644055,12.0
low nutrient supply,11.100000000000001,9996946.430664284,13.13447241406204,12.0
low nutrient supply,11.200000000000001,9997219.04994847,13.177696900928893,12.0
low nutrient supply,11.3,9997465.680935418,13.22106386952177,12.0
low nutrient supply,11.4,9997688.794134105,13.264573767933689,12.0
low nutrient supply,11.5,9997890.625382617,13.30822704765188,12.0
low nutrient supply,11.600000000000001,9998073.198102856,13.35202416339201,12.0
low nutrient supply,11.700000000000001,9998238.34345131,13.395965572948185,12.0
low nutrient supply,11.8,9998387.718563657,13.440051737057265,12.0
low nutrient supply,11.9,9998522.823072502,13.48428311927617,12.0
low nutrient supply,12.0,9998645.014060894,13.528660185870983,12.0
low nutrient supply,12.100000000000001,9998755.519599129,13.573183405716764,12.0
low nutrient supply,12.200000000000001,9998855.450998472,13.61785325020709,12.0
low nutrient supply,12.3,9998945.813903015,13.662670193172442,12.0
low nutrient supply,12.4,9999027.518329455,13.707634710806579,12.0
low nutrient supply,12.5,9999101.387754291,13.752747281600227,12.0
low nutrient supply,12.600000000000001,9999168.167338582,13.798008386281357,12.0
low nutrient supply,12.700000000000001,9999228.531371927,13.84341850776148,12.0
low nutrient supply,12.8,9999283.090009598,13.888978131087393,12.0
low nutrient supply,12.9,9999332.39536985,13.934687743397872,12.0
low nutrient supply,13.0,9999376.947052034,13.98054783388486,12.0
low nutrient supply,13.100000000000001,9999417.197130451,14.026558893758759,12.0
low nutrient supply,13.200000000000001,9999453.554673698,14.072721416217396,12.0
low nutrient supply,13.3,9999486.3898345,14.11903589641839,12.0
low nutrient supply,13.4,9999516.03755096,14.165502831454567,12.0
low nutrient supply,13.5,9999542.80089252,14.212122720332177,12.0
low nutrient supply,13.600000000000001,9999566.954098467,14.258896063951552,12.0
low nutrient supply,13.700000000000001,9999588.74531729,14.305823365090149,12.0
low nutrient supply,13.8,9999608.399085429,14.352905128387684,12.0
low nutrient supply,13.9,9999626.118575076,14.400141860333099,12.0
low nutrient supply,14.0,9999642.087626878,14.447534069253267,12.0
low nutrient supply,14.100000000000001,9999656.472588936,14.495082265303294,12.0
low nutrient supply,14.200000000000001,9999669.423981007,14.542786960458194,12.0
low nutrient supply,14.3,9999681.078000346,14.590648668505898,12.0
low nutrient supply,14.4,9999691.557884343,14.638667905041407,12.0
low nutrient supply,14.5,9999700.975143554,14.686845187462044,12.0
low nutrient supply,14.600000000000001,9999709.43067741,14.735181034963649,12.0
low nutrient supply,14.700000000000001,9999717.015783828,14.78367596853767,12.0
low nutrient supply,14.8,9999723.813072734,14.832330510969072,12.0
low nutrient supply,14.9,9999729.897292716,14.88114518683495,12.0
low nutrient supply,15.0,9999735.336079013,14.930120522503827,12.0
low nutrient supply,15.100000000000001,9999740.190630337,14.979257046135556,12.0
low nutrient supply,15.200000000000001,9999744.516321316,15.028555287681767,12.0
low nutrient supply,15.3,9999748.363256667,15.07801577888683,12.0
low nutrient supply,15.4,9999751.776772618,15.12763905328926,12.0
low nutrient supply,15.5,9999754.797890661,15.177425646223558,12.0
low nutrient supply,15.600000000000001,9999757.463728096,15.227376094822418,12.0
low nutrient supply,15.700000000000001,9999759.807869535,15.277490938019286,12.0
low nutrient supply,15.8,9999761.86070305,15.327770716551251,12.0
low nutrient supply,15.9,9999763.649724336,15.37821597296221,12.0
low nutrient supply,16.0,9999765.199811934,15.428827251606293,12.0
low nutrient supply,16.1,9999766.533476265,15.479605098651557,12.0
low nutrient supply,16.2,9999767.671084968,15.530550062083867,12.0
low nutrient supply,16.3,9999768.631066797,15.581662691711022,12.0
low nutrient supply,16.400000000000002,9999769.430096745,15.632943539167057,12.0
low nutrient supply,16.5,9999770.083263481,15.684393157916697,12.0
low nutrient supply,16.6,9999770.60421519,15.736012103259878,12.0
low nutrient supply,16.7,9999771.005301975,15.787800932336609,12.0
low nutrient supply,16.8,9999771.297698738,15.83976020413188,12.0
low nutrient supply,16.900000000000002,9999771.491516186,15.89189047948065,12.0
low nutrient supply,17.0,9999771.595902136,15.944192321072988,12.0
low nutrient supply,17.1,9999771.61913316,15.996666293459315,12.0
low nutrient supply,17.2,9999771.568697458,16.049312963055723,12.0
low nutrient supply,17.3,9999771.4513699,16.10213289814942,12.0
low nutrient supply,17.400000000000002,9999771.27327989,16.155126668904234,12.0
low nutrient supply,17.5,9999771.039972788,16.20829484736619,12.0
low nutrient supply,17.6,9999770.756465489,16.26163800746918,12.0
low nutrient supply,17.7,9999770.427296702,16.315156725040683,12.0
low nutrient supply,17.8,9999770.056572448,16.368851577807558,12.0
low nutrient supply,17.900000000000002,9999769.648007242,16.422723145401907,12.0
low nutrient supply,18.0,9999769.204961339,16.47677200936697,12.0
low nutrient supply,18.1,9999768.730474442,16.530998753163082,12.0
low nutrient supply,18.2,9999768.227296207,16.58540396217369,12.0
low nutrient supply,18.3,9999767.69791384,16.63998822371141,12.0
low nutrient supply,18.400000000000002,9999767.144577062,16.694752127024124,12.0
low nutrient supply,18.5,9999766.56932071,16.74969626330113,12.0
low nutrient supply,18.6,9999765.973985191,16.804821225679326,12.0
low nutrient supply,18.7,9999765.360234965,16.860127609249435,12.0
low nutrient supply,18.8,9999764.729575295,16.915616011062266,12.0
low nutrient supply,18.900000000000002,9999764.08336739,16.97128703013502,12.0
low nutrient supply,19.0,9999763.422842119,17.027141267457598,12.0
low nutrient supply,19.1,9999762.749112394,17.083179325999012,12.0
low nutrient supply,19.200000000000003,9999762.06318441,17.13940181071374,12.0
low nutrient supply,19.3,9999761.365967786,17.19580932854818,12.0
low nutrient supply,19.400000000000002,9999760.658284757,17.25240248844711,12.0
low nutrient supply,19.5,9999759.940878488,17.309181901360176,12.0
low nutrient supply,19.6,9999759.21442059,17.36614818024841,12.0
low nutrient supply,19.700000000000003,9999758.47951793,17.423301940090777,12.0
low nutrient supply,19.8,9999757.736718785,17.48064379789076,12.0
low nutrient supply,19.900000000000002,9999756.986518426,17.538174372682967,12.0
low nutrient supply,20.0,9999756.229364146,17.595894285539753,12.0
low nutrient supply,20.1,9999755.465659829,17.65380415957788,12.0
low nutrient supply,20.200000000000003,9999754.69577008,17.71190461996521,12.0
low nutrient supply,20.3,9999753.920023954,17.770196293927395,12.0
low nutrient supply,20.400000000000002,9999753.13871834,17.828679810754647,12.0
low nutrient supply,20.5,9999752.35212102,17.887355801808464,12.0
low nutrient supply,20.6,9999751.56047343,17.94622490052845,12.0
low nutrient supply,20.700000000000003,9999750.763993176,18.00528774243909,12.0
low nutrient supply,20.8,9999749.96287628,18.064544965156625,12.0
low nutrient supply,20.900000000000002,9999749.157299256,18.12399720839589,12.0
low nutrient supply,21.0,9999748.347420936,18.183645113977203,12.0
low nutrient supply,21.1,9999747.533384176,18.243489325833284,12.0
low nutrient supply,21.200000000000003,9999746.715317357,18.303530490016183,12.0
low nutrient supply,21.3,9999745.893335758,18.363769254704238,12.0
low nutrient supply,21.400000000000002,9999745.06754281,18.42420627020907,12.0
low nutrient supply,21.5,9999744.238031218,18.484842188982572,12.0
low nutrient supply,21.6,9999743.40488397,18.54567766562397,12.0
low nutrient supply,21.700000000000003,9999742.568175273,18.606713356886846,12.0
low nutrient supply,21.8,9999741.727971375,18.667949921686233,12.0
low nutrient supply,21.900000000000002,9999740.88433132,18.729388021105734,12.0
low nutrient supply,22.0,9999740.037307635,18.791028318404628,12.0
low nutrient supply,22.1,9999739.186946947,18.85287147902504,12.0
low nutrient supply,22.200000000000003,9999738.333290542,18.914918170599105,12.0
low nutrient supply,22.3,9999737.476374859,18.97716906295617,12.0
low nutrient supply,22.400000000000002,9999736.616231963,19.03962482813004,12.0
low nutrient supply,22.5,9999735.752889955,19.102286140366196,12.0
low nutrient supply,22.6,9999734.886373341,19.165153676129098,12.0
low nutrient supply,22.700000000000003,9999734.01670337,19.22822811410946,12.0
low nutrient supply,22.8,9999733.14389835,19.291510135231594,12.0
low nutrient supply,22.900000000000002,9999732.267973918,19.355000422660737,12.0
low nutrient supply,23.0,9999731.388943292,19.418699661810443,12.0
low nutrient supply,23.1,9999730.5068175,19.48260854034996,12.0
low nutrient supply,23.200000000000003,9999729.62160558,19.546727748211662,12.0
low nutrient supply,23.3,9999728.733314775,19.61105797759849,12.0
low nutrient supply,23.400000000000002,9999727.841950694,19.67559992299143,12.0
low nutrient supply,23.5,9999726.947517466,19.74035428115699,12.0
low nutrient supply,23.6,9999726.050017878,19.805321751154743,12.0
low nutrient supply,23.700000000000003,9999725.149453502,19.870503034344853,12.0
low nutrient supply,23.8,9999724.245824803,19.93589883439566,12.0
low nutrient supply,23.900000000000002,9999723.339131245,20.001509857291246,12.0
low nutrient supply,24.0,9999722.429371377,20.067336811339096,12.0
low nutrient supply,24.1,9999721.516542928,20.133380407177718,12.0
low nutrient supply,24.200000000000003,9999720.600642871,20.19964135778431,12.0
low nutrient supply,24.3,9999719.6816675,20.26612037848245,12.0
low nutrient supply,24.400000000000002,9999718.75961248,20.33281818694986,12.0
low nutrient supply,24.5,9999717.834472917,20.399735503226093,12.0
low nutrient supply,24.6,9999716.9062434,20.46687304972035,12.0
low nutrient supply,24.700000000000003,9999715.974918054,20.534231551219243,12.0
low nutrient supply,24.8,9999715.040490568,20.601811734894653,12.0
low nutrient supply,24.900000000000002,9999714.102954242,20.669614330311557,12.0
low nutrient supply,25.0,9999713.162302027,20.737640069435894,12.0
low nutrient supply,25.1,9999712.218526544,20.805889686642494,12.0
low nutrient supply,25.200000000000003,9999711.271620112,20.874363918722988,12.0
low nutrient supply,25.3,9999710.321574783,20.94306350489375,12.0
low nutrient supply,25.400000000000002,9999709.368382355,21.011989186803905,12.0
low nutrient supply,25.5,9999708.4120344,21.08114170854331,12.0
low nutrient supply,25.6,9999707.452522274,21.150521816650592,12.0
low nutrient supply,25.700000000000003,9999706.489837144,21.220130260121213,12.0
low nutrient supply,25.8,9999705.523969991,21.28996779041555,12.0
low nutrient supply,25.900000000000002,9999704.554911638,21.360035161466993,12.0
low nutrient supply,26.0,9999703.582652746,21.430333129690116,12.0
low nutrient supply,26.1,9999702.607183844,21.500862453988812,12.0
low nutrient supply,26.200000000000003,9999701.628495319,21.571623895764493,12.0
low nutrient supply,26.3,9999700.646577448,21.642618218924312,12.0
low nutrient supply,26.400000000000002,9999699.661420379,21.713846189889416,12.0
low nutrient supply,26.5,9999698.673014162,21.785308577603196,12.0
low nutrient supply,26.6,9999697.681348743,21.857006153539608,12.0
low nutrient supply,26.700000000000003,9999696.68641398,21.928939691711502,12.0
low nutrient supply,26.8,9999695.688199632,22.001109968678946,12.0
low nutrient supply,26.900000000000002,9999694.686695384,22.073517763557664,12.0
low nutrient supply,27.0,9999693.681890836,22.14616385802738,12.0
low nutrient supply,27.1,9999692.673775518,22.219049036340312,12.0
low nutrient supply,27.200000000000003,9999691.66233888,22.2921740853296,12.0
low nutrient supply,27.3,9999690.647570314,22.365539794417817,12.0
low nutrient supply,27.400000000000002,9999689.629459139,22.439146955625493,12.0
low nutrient supply,27.5,9999688.607994612,22.51299636357965,12.0
low nutrient supply,27.6,9999687.583165934,22.58708881552239,12.0
low nutrient supply,27.700000000000003,9999686.554962248,22.6614251113195,12.0
low nutrient supply,27.8,9999685.523372635,22.736006053469072,12.0
low nutrient supply,27.900000000000002,9999684.488386128,22.810832447110194,12.0
low nutrient supply,28.0,9999683.449991705,22.88590510003161,12.0
low nutrient supply,28.1,9999682.408178292,22.961224822680467,12.0
low nutrient supply,28.200000000000003,9999681.362934763,23.036792428171037,12.0
low nutrient supply,28.3,9999680.31424995,23.112608732293506,12.0
low nutrient supply,28.400000000000002,9999679.262112627,23.18867455352279,12.0
low nutrient supply,28.5,9999678.206511531,23.26499071302735,12.0
low nutrient supply,28.6,9999677.147435345,23.341558034678073,12.0
low nutrient supply,28.700000000000003,9999676.08487271,23.41837734505716,12.0
low nutrient supply,28.8,9999675.018812224,23.49544947346703,12.0
low nutrient supply,28.900000000000002,9999673.949242435,23.57277525193931,12.0
low nutrient supply,29.0,9999672.876151856,23.650355515243778,12.0
low nutrient supply,29.1,9999671.799528947,23.72819110089739,12.0
low nutrient supply,29.200000000000003,9999670.719362129,23.806282849173336,12.0
low nutrient supply,29.3,9999669.635639783,23.88463160311007,12.0
low nutrient supply,29.400000000000002,9999668.548350243,23.963238208520448,12.0
low nutrient supply,29.5,9999667.457481805,24.042103514000836,12.0
low nutrient supply,29.6,9999666.363022722,24.12122837094029,12.0
low nutrient supply,29.700000000000003,9999665.264961202,24.200613633529724,12.0
low nutrient supply,29.8,9999664.163285416,24.280260158771142,12.0
low nutrient supply,29.900000000000002,9999663.057983492,24.360168806486882,12.0
low nutrient supply,30.0,9999661.949043514,24.4403404393289,12.0
low nutrient supply,0.0,5e5,10.0,12.5
low nutrient supply,0.1,550817.0458209445,9.965304046230692,12.5
low nutrient supply,0.2,606461.5507601389,9.934483706504068,12.5
low nutrient supply,0.30000000000000004,667321.136389673,9.907455391275363,12.5
low nutrient supply,0.4,733799.767366992,9.884122509853121,12.5
low nutrient supply,0.5,806315.1918909089,9.864376715124845,12.5
low nutrient supply,0.6000000000000001,885295.5448335237,9.848099332325392,12.5
low nutrient supply,0.7000000000000001,971174.9979880204,9.83516292055052,12.5
low nutrient supply,0.8,1064388.3813281865,9.825432911407708,12.5
low nutrient supply,0.9,1165364.666869804,9.818769278867272,12.5
low nutrient supply,1.0,1274519.2711301988,9.81502818952633,12.5
low nutrient supply,1.1,1392245.1520924908,9.814063593098037,12.5
low nutrient supply,1.2000000000000002,1518902.7282834593,9.815728715487682,12.5
low nutrient supply,1.3,1654808.714550652,9.819877429441657,12.5
low nutrient supply,1.4000000000000001,1800224.0421817065,9.826365481592141,12.5
low nutrient supply,1.5,1955341.1177633784,9.835051564218048,12.5
low nutrient supply,1.6,2120270.785529802,9.845798226244684,12.5
low nutrient supply,1.7000000000000002,2295029.4160200898,9.858472624737429,12.5
low nutrient supply,1.8,2479526.69074219,9.87294712170176,12.5
low nutrient supply,1.9000000000000001,2673554.684012642,9.889099736261509,12.5
low nutrient supply,2.0,2876778.915353763,9.906814463947459,12.5
low nutrient supply,2.1,3088732.036500471,9.925981476583104,12.5
low nutrient supply,2.2,3308810.8630640334,9.946497218629593,12.5
low nutrient supply,2.3000000000000003,3536277.1941984515,9.96826441260174,12.5
low nutrient supply,2.4000000000000004,3770262.9670844693,9.991191990083403,12.5
low nutrient supply,2.5,4009779.8612872013,10.015194960485177,12.5
low nutrient supply,2.6,4253733.387806094,10.040194230679226,12.5
low nutrient supply,2.7,4500941.14524742,10.066116386536551,12.5
low nutrient supply,2.8000000000000003,4750154.693612843,10.09289344640091,12.5
low nutrient supply,2.9000000000000004,5000084.236581127,10.120462595095871,12.5
low nutrient supply,3.0,5249425.0864785975,10.148765905739213,12.5
low nutrient supply,3.1,5496884.799234239,10.177750055659292,12.5
low nutrient supply,3.2,5741209.763275858,10.207366041387358,12.5
low nutrient supply,3.3000000000000003,5981210.101503949,10.237568896775304,12.5
low nutrient supply,3.4000000000000004,6215781.8566573085,10.268317417517713,12.5
low nutrient supply,3.5,6443925.632754866,10.299573894472069,12.5
low nutrient supply,3.6,6664761.104018452,10.331303857637158,12.5
low nutrient supply,3.7,6877537.074688684,10.363475832039857,12.5
low nutrient supply,3.8000000000000003,7081637.040777694,10.39606110636959,12.5
low nutrient supply,3.9000000000000004,7276580.448903088,10.429033514816311,12.5
low nutrient supply,4.0,7462020.049944959,10.462369232278272,12.5
low nutrient supply,4.1000000000000005,7637735.895355024,10.496046582870985,12.5
low nutrient supply,4.2,7803626.617442086,10.530045861486936,12.5
low nutrient supply,4.3,7959698.673809224,10.564349168018902,12.5
low nutrient supply,4.4,8106054.227050455,10.598940253759189,12.5
low nutrient supply,4.5,8242878.28353792,10.633804379417029,12.5
low nutrient supply,4.6000000000000005,8370425.640684174,10.66892818415103,12.5
low nutrient supply,4.7,8489008.101364452,10.70429956498779,12.5
low nutrient supply,4.800000000000001,8598982.316963572,10.739907565987972,12.5
low nutrient supply,4.9,8700738.524680363,10.775742276523246,12.5
low nutrient supply,5.0,8794690.35610077,10.811794738039254,12.5
low nutrient supply,5.1000000000000005,8881265.816412238,10.848056858698184,12.5
low nutrient supply,5.2,8960899.468942886,10.884521335318286,12.5
low nutrient supply,5.300000000000001,9034025.808478707,10.92118158205461,12.5
low nutrient supply,5.4,9101073.768478941,10.958031665294634,12.5
low nutrient supply,5.5,9162462.280606035,10.995066244272856,12.5
low nutrient supply,5.6000000000000005,9218596.788251357,11.032280516939421,12.5
low nutrient supply,5.7,9269866.607162725,11.069670170648529,12.5
low nutrient supply,5.800000000000001,9316643.02408722,11.107231337262585,12.5
low nutrient supply,5.9,9359278.026901226,11.144960552297187,12.5
low nutrient supply,6.0,9398103.565589078,11.182854717760108,12.5
low nutrient supply,6.1000000000000005,9433431.251470676,11.220911068363968,12.5
low nutrient supply,6.2,9465552.411322555,11.259127140817677,12.5
low nutrient supply,6.300000000000001,9494738.422762379,11.297500745925262,12.5
low nutrient supply,6.4,9521241.266942358,11.336029943243059,12.5
low nutrient supply,6.5,9545294.243852966,11.37471301806681,12.5
low nutrient supply,6.6000000000000005,9567112.804135548,11.413548460539623,12.5
low nutrient supply,6.7,9586895.459102955,11.45253494668943,12.5
low nutrient supply,6.800000000000001,9604824.737610154,11.491671321221217,12.5
