 ,Area,Angle,Length
1,3.078E-4,-58.151,0.154
2,2.407E-4,-0.955,0.119
3,2.683E-4,-80.538,0.133
4,2.999E-4,-84.596,0.149
5,3.196E-4,-40.446,0.159
