 ,Area,Angle,Length
1,3.054E-4,-135.567,0.146
2,1.463E-4,86.532,0.069
3,3.011E-4,-102.440,0.144
4,3.442E-4,-88.550,0.165
5,2.925E-4,110.854,0.140
6,3.054E-4,-53.791,0.145
