 ,Area,Angle,Length
1,3.007E-4,-133.299,0.146
2,3.048E-4,-30.141,0.148
3,3.466E-4,43.025,0.167
4,3.508E-4,-114.386,0.169
5,3.090E-4,117.613,0.150
