 ,Area,Angle,Length
1,2.889E-4,177.580,0.142
2,2.808E-4,153.435,0.139
3,3.089E-4,-109.148,0.152
4,3.290E-4,-110.225,0.162
5,2.407E-4,69.102,0.118
6,2.969E-4,-80.538,0.146
