Date,Time_in_min,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,temp_internal
31.05.16 10:04:31,0.03,5.35,174.46,176.34,171.03,129.37,156.87,143.88,150.8,173.53,149.29,163.61,156.26,146.28,No Sensor,159.31,163.91,164.22,161.15,160.53,157.78,155.34,159,160.53,164.84,15.54
31.05.16 10:04:46,0.28,5.35,174.46,177.91,169.48,127.03,153.82,142.09,149.89,173.84,149.59,160.53,154.74,144.48,No Sensor,156.56,162.38,164.53,159.31,159.92,155.95,152.91,156.26,156.56,163.3,15.57
31.05.16 10:05:01,0.53,5.11,173.84,175.4,170.41,125.28,153.52,141.49,149.59,172.59,148.38,161.45,156.56,143.28,No Sensor,155.65,160.84,163.3,158.39,158.09,155.65,152.61,155.65,157.17,160.84,15.59
31.05.16 10:05:16,0.78,5.11,172.59,177.28,171.03,122.96,152.61,140.3,148.38,172.28,148.68,158.7,156.56,144.18,No Sensor,155.04,161.76,162.68,159,159,155.04,152.31,155.04,156.87,161.45,15.61
31.05.16 10:05:31,1.03,4.87,170.72,173.84,168.86,121.8,151.7,141.49,147.18,171.97,146.88,158.7,153.52,143.28,No Sensor,153.22,160.84,161.15,157.17,157.48,155.34,150.49,155.65,154.74,160.84,15.64
31.05.16 10:05:46,1.28,4.62,171.03,173.84,168.86,119.19,150.19,139.7,146.58,171.34,145.98,156.56,152.61,141.79,No Sensor,153.82,159,161.76,155.95,158.39,155.65,150.49,153.52,153.52,158.39,15.65
31.05.16 10:06:02,1.55,4.62,171.66,175.09,167.62,119.19,149.89,138.51,146.58,171.34,145.98,156.87,152.91,142.98,No Sensor,153.82,160.23,161.76,155.65,156.87,155.34,149.89,152.91,154.74,158.7,15.7
31.05.16 10:06:17,1.8,4.87,171.66,173.53,167.62,119.77,149.59,138.51,144.78,171.34,145.08,156.56,153.52,142.68,No Sensor,152.91,159.31,160.53,156.87,157.78,154.43,147.78,152.91,153.82,159,15.72
31.05.16 10:06:32,2.05,4.62,171.34,172.9,168.24,117.75,148.68,138.81,144.78,171.34,145.98,153.82,153.52,142.09,No Sensor,153.22,159.92,161.45,155.65,155.95,155.04,149.29,154.13,154.13,158.7,15.72
31.05.16 10:06:47,2.3,4.38,171.34,173.84,167.31,118.04,148.99,137.62,144.48,171.03,145.08,155.34,153.22,142.09,No Sensor,153.22,159.92,160.84,155.65,156.87,154.13,148.08,153.82,152.31,157.17,15.73
31.05.16 10:07:02,2.55,4.38,170.1,173.21,167,116.89,149.29,137.03,144.78,170.41,143.88,153.82,152.01,141.79,No Sensor,151.7,160.23,160.23,153.52,158.09,154.74,148.08,153.82,153.22,158.09,15.75
31.05.16 10:07:17,2.8,4.38,170.1,172.9,167.62,115.74,148.38,138.22,144.18,170.72,144.48,155.04,151.1,141.79,No Sensor,151.4,159.31,159.62,153.22,155.95,154.43,145.98,152.01,151.7,156.87,15.75
31.05.16 10:07:32,3.05,4.62,171.03,172.28,167.93,115.45,148.08,137.33,143.88,171.03,144.48,152.31,152.31,143.28,No Sensor,151.4,159.62,161.15,153.52,156.87,155.04,146.28,152.91,151.7,159,15.77
31.05.16 10:07:47,3.3,4.62,170.1,171.97,166.38,114.59,147.18,137.33,143.58,170.41,144.18,153.22,151.7,143.88,No Sensor,151.7,158.09,161.15,153.82,155.95,153.52,145.68,151.4,151.1,156.87,15.77
31.05.16 10:08:02,3.55,4.38,169.79,171.66,167.62,113.44,147.48,137.03,143.58,170.72,143.58,151.4,151.4,145.38,No Sensor,150.49,158.09,160.84,152.91,155.34,153.82,145.68,150.8,151.7,157.17,15.77
31.05.16 10:08:17,3.8,4.13,170.72,172.28,166.38,113.44,147.48,136.44,143.88,170.72,143.28,151.7,150.19,145.08,No Sensor,149.59,158.39,159.92,152.91,154.43,153.82,146.58,151.1,150.49,157.17,15.79
31.05.16 10:08:32,4.05,4.62,170.41,171.97,165.76,112.01,146.88,137.33,143.58,171.03,143.28,150.8,151.1,144.48,No Sensor,150.8,157.78,160.23,152.91,155.04,154.43,146.28,152.31,149.89,157.17,15.77
31.05.16 10:08:47,4.3,4.38,170.1,172.59,166.38,112.01,146.88,137.03,143.28,170.41,143.28,150.49,150.19,144.78,No Sensor,149.59,157.48,159.62,152.61,155.34,152.91,144.48,150.49,150.49,156.26,15.79
31.05.16 10:09:02,4.55,4.87,170.72,171.97,167.62,111.73,147.48,137.33,144.18,171.34,142.98,151.7,150.8,145.98,No Sensor,150.49,157.48,160.23,151.4,155.04,153.52,146.28,152.31,150.8,156.87,15.79
31.05.16 10:09:17,4.8,4.38,170.1,172.28,166.69,110.58,146.88,136.74,143.58,170.72,142.68,151.7,150.19,147.48,No Sensor,149.89,156.26,159.31,152.01,155.95,153.82,144.48,150.8,148.99,155.95,15.81
31.05.16 10:09:32,5.05,4.62,170.1,172.28,167.31,110.3,146.28,137.03,142.98,171.66,142.68,151.1,149.89,148.08,No Sensor,150.8,157.78,159.92,151.7,154.13,154.43,145.38,150.8,149.29,155.34,15.81
