"","ssq","phosphorus","temperature","transformedtemperature","r","K","a","eps","m"
"1",0,"DEF",12,-40.6835983666349,10,49570334799047.9,1000,2.83815332518409e-12,1
"2",172.54878284643,"DEF",12,-40.6835983666349,1.41130076283167,53330724340319.9,751.498075247876,8.61104571339201e-12,0.940953741396438
"3",0,"DEF",12,-40.6835983666349,8.75021775989222,1e+14,449.337780441635,1e-11,1
"4",0,"DEF",12,-40.6835983666349,8.01570334469434,56360772899305.4,537.862851028331,5.06609404733549e-12,0.965699391313829
"5",0,"DEF",12,-40.6835983666349,8.34445198776666,41596482910274.1,849.527494027279,1.173369287209e-12,0.962666915701935
"6",0,"DEF",12,-40.6835983666349,8.79006757934112,30808737383468.5,259.353254339658,2.75189876712174e-12,0.9774688029713
"7",127.033356455735,"DEF",12,-40.6835983666349,1.77072021349121,4221765958137.45,114.37789557519,1e-16,0.0233492152601183
"8",127.033389896953,"DEF",12,-40.6835983666349,0.12550236299082,59991150831306,214.341636708363,1e-16,0.0233493039571109
"9",0,"DEF",12,-40.6835983666349,2.69640545423608,21429280410993.4,972.335509723052,7.82295274650739e-12,0.64043125972664
"10",0,"DEF",12,-40.6835983666349,6.84768789852969,68828673921884,527.818424813449,4.85966996236281e-12,0.407728610462742
"11",127.033366290369,"DEF",12,-40.6835983666349,0.100338383055984,17700153700276.6,796.916548919436,1e-16,0.023349227983777
"12",0,"DEF",12,-40.6835983666349,6.03568858609069,71654974858539.6,339.243855676614,2.96916352704794e-12,0.826118931654608
"13",0,"DEF",12,-40.6835983666349,3.32591624378692,33515558253524.4,661.569548188709,8.28475703947733e-12,0.631386513039237
"14",0,"DEF",12,-40.6835983666349,10,1e+14,824.497391617407,1e-11,1
"15",171.14318797751,"DEF",12,-40.6835983666349,1.92671974816046,74672146860857.9,662.085888906573,5.71953581886962e-12,0.644366748731535
"16",127.033387827058,"DEF",12,-40.6835983666349,9.7846207059496,88235338028372.4,457.286387573309,1e-16,0.0233492851656724
"17",0,"DEF",12,-40.6835983666349,6.65122278344352,21571471138268.2,802.498384844512,2.91230787222811e-12,0.590615232298849
"18",127.0333640945,"DEF",12,-40.6835983666349,0.1,27673397357336.3,846.337594571332,1e-16,0.0233492214739036
"19",127.033392653144,"DEF",12,-40.6835983666349,0.488088389589869,3601674576363.76,150.036974494557,1e-16,0.0233492961371056
"20",0,"DEF",12,-40.6835983666349,2.67333773691207,84404347802398.3,451.442901138216,1.98193581464661e-12,0.814942574640969
"21",0,"DEF",12,-40.6835983666349,8.02488519472486,25301306448611.8,664.255766794118,4.35485788252992e-12,0.294904200671092
"22",127.033376588357,"DEF",12,-40.6835983666349,0.380447319827142,99976888554653.8,643.919902122432,1e-16,0.0233495287261554
"23",169.805870693063,"DEF",12,-40.6835983666349,1.65938854052693,96340151488868.6,554.963801792408,9.9601190284626e-12,0.490410761286686
"24",0,"DEF",12,-40.6835983666349,4.31664399360307,72871660091574.3,777.031000307761,5.08604780648607e-12,0.450146042214474
"25",0,"DEF",12,-40.6835983666349,2.252072830662,77085067872883.8,689.50330057662,1e-11,0.72270161273023
"26",127.033388077298,"DEF",12,-40.6835983666349,0.1,54972482667860.4,382.042596033007,1e-16,0.0233492854480828
"27",0,"DEF",12,-40.6835983666349,5.26846106108278,70207020027374.4,492.824872373603,6.0928503709093e-12,0.708246418139664
"28",127.033392688057,"DEF",12,-40.6835983666349,4.73405312649465,30493984381427.7,149.990843545082,1e-16,0.0233493456526888
"29",127.033368948641,"DEF",12,-40.6835983666349,9.49939873595421,23453778510858.3,748.222660451456,1e-16,0.0233490844556328
"30",0,"DEF",12,-40.6835983666349,4.93594237940852,55442790521695.3,482.812990783714,6.70274320000722e-12,0.888546538106632
"31",127.033359537959,"DEF",12,-40.6835983666349,1.10640784805255,27856944816578.9,987.488122674422,1e-16,0.0233492098764511
"32",0,"DEF",12,-40.6835983666349,8.46033881958574,80467631138754.1,211.232928442769,7.54138278026634e-12,0.659869815067155
"33",0,"DEF",12,-40.6835983666349,4.1795414408436,25180326453154,334.953858074732,5.52980701561242e-12,0.732448618558236
"34",0,"DEF",12,-40.6835983666349,3.12822082939092,12915012696266.6,716.363433073275,6.08469858360407e-12,0.581349486055784
"35",170.500617185803,"DEF",12,-40.6835983666349,1.7904731099707,6940324193194.21,222.115948553632,7.16834551162964e-12,0.559306921823497
"36",127.033359218139,"DEF",12,-40.6835983666349,0.337172579775328,1e+10,1000,1e-16,0.0233491987169406
"37",0,"DEF",12,-40.6835983666349,9.52988867610693,89358207297574.3,889.545405656099,1.76179358544983e-12,0.273588915561791
"38",127.033356479438,"DEF",12,-40.6835983666349,0.1,58547089330603.5,114.063337094524,1e-16,0.0233491996237275
"39",0,"DEF",12,-40.6835983666349,8.72755603127244,71764633695533.5,717.641845800385,5.95906392359844e-12,0.445475447729437
"40",0,"DEF",12,-40.6835983666349,7.1300519177923,5944819267040.58,624.989263759926,5.76912699416957e-12,0.978096831022296
"41",127.033359221575,"DEF",12,-40.6835983666349,0.1,88120172496145.6,1000,1e-16,0.0233491990707413
"42",0,"DEF",12,-40.6835983666349,8.45096433102153,88245606557102.9,685.192449041642,4.86987201253015e-12,0.572540226046229
"43",0,"DEF",12,-40.6835983666349,6.83503263792954,98741099738427.4,997.84928788431,5.34957525465155e-12,0.844461078356253
"44",127.033363769515,"DEF",12,-40.6835983666349,7.27481490201329,95595516908980.8,855.184701665012,1e-16,0.0233492064538299
"45",0,"DEF",12,-40.6835983666349,4.90069801047996,93604283814195.1,1000,9.17724048692947e-12,0.659290275384354
"46",0,"DEF",12,-40.6835983666349,10,1e+14,1000,9.77134416096033e-12,1
"47",127.03336414829,"DEF",12,-40.6835983666349,8.15912562330408,15062906454819.3,845.825901889399,1e-16,0.0233491652540623
"48",127.033359234056,"DEF",12,-40.6835983666349,5.12950770301804,9504157360169.23,1000,1e-16,0.0233491987521734
"49",0,"DEF",12,-40.6835983666349,7.58709224245977,69880299853736.1,427.129347599111,4.77961166440833e-12,0.727864418040961
"50",127.033389266235,"DEF",12,-40.6835983666349,1.89893836811483,60573351243747.2,245.711992765867,1e-16,0.0233492820540439
"51",127.033359220058,"DEF",12,-40.6835983666349,0.134091256078285,1e+10,1000,1e-16,0.0233491990497777
"52",0,"DEF",12,-40.6835983666349,6.22380279280121,3379580452896.14,492.302999295999,1e-11,0.58008745267434
"53",127.033363551686,"DEF",12,-40.6835983666349,9.57384857831436,62038823439114.1,860.994549753292,1e-16,0.0233492263340048
"54",0,"DEF",12,-40.6835983666349,7.53442899314687,4286115433017.26,294.401221885346,2.91898404023633e-12,0.286932796003995
"55",127.033387856652,"DEF",12,-40.6835983666349,4.27821299805206,13659330046597.3,445.631618170689,1e-16,0.0233494065453058
"56",127.033356470592,"DEF",12,-40.6835983666349,0.422460712849746,85744584587510.5,114.150854052495,1e-16,0.0233492060514214
"57",127.033359221575,"DEF",12,-40.6835983666349,0.100062796832115,1e+14,1000,1e-16,0.0233491990880871
"58",127.033373951067,"DEF",12,-40.6835983666349,0.799032251813203,96951160860153.5,674.641974845057,1e-16,0.0233493552718311
"59",127.033388574316,"DEF",12,-40.6835983666349,0.325011888061877,9104131612593.02,302.670579131307,1e-16,0.0233492855471055
"60",0,"DEF",12,-40.6835983666349,10,72830853662907.3,1000,6.95275532870451e-13,1
"61",127.033356464811,"DEF",12,-40.6835983666349,0.1,8232471946548.71,114.153978544202,1e-16,0.0233492003418117
"62",0,"DEF",12,-40.6835983666349,6.27047695752699,94524479367164.9,387.731383321807,9.33229731579747e-12,0.46228188009304
"63",127.033388333113,"DEF",12,-40.6835983666349,9.23383693545617,26301062953787.9,335.435512378158,1e-16,0.0233492869647317
"64",0,"DEF",12,-40.6835983666349,8.5621372794034,67615024915884.7,376.307569094934,3.74854408453035e-12,0.893995789661305
"65",0,"DEF",12,-40.6835983666349,10,16353584409199.1,355.59062701614,5.14277116417297e-12,0.743292861032685
"66",127.033391615749,"DEF",12,-40.6835983666349,8.04640008450421,89245953421276.1,167.717670151217,1e-16,0.0233492551679208
"67",0,"DEF",12,-40.6835983666349,5.18518167305738,87812814204937.3,832.840378745459,1.5647798668521e-12,0.34305639254977
"68",0,"DEF",12,-40.6835983666349,7.79622420088854,68179660546253.4,444.268011511303,9.90483342842525e-12,0.811073201165767
"69",0,"DEF",12,-40.6835983666349,8.05150811869952,74846258872457.1,169.047838227459,2.62473257077109e-12,0.57491365110202
"70",0,"DEF",12,-40.6835983666349,3.22548568395432,73764657909176.3,381.108099408448,9.64362499917457e-12,0.785233732646331
"71",0,"DEF",12,-40.6835983666349,6.06381639214233,23860323129387.1,986.670380504802,2.92895319456812e-12,0.720189774117433
"72",0,"DEF",12,-40.6835983666349,10,97446140032169,100,4.38897996490948e-12,0.748155243971267
"73",0,"DEF",12,-40.6835983666349,9.93886047902051,55094900592740.2,684.37992578838,7.77446651293228e-12,0.871105931689497
"74",127.033372972457,"DEF",12,-40.6835983666349,1.86072969666484,79523344770561.4,687.308566058057,1e-16,0.0233493676497134
"75",127.03335922038,"DEF",12,-40.6835983666349,0.100072123152118,1e+10,1000,1e-16,0.0233491991809221
"76",127.033354440292,"DEF",12,-40.6835983666349,3.08442564695693,1e+10,157.28561461751,1e-16,0.0233492003332372
"77",0,"DEF",12,-40.6835983666349,8.36338118441924,96307100468015.7,768.375096992353,6.43688742389082e-12,0.841067268495744
"78",127.033356455554,"DEF",12,-40.6835983666349,0.547637573920613,69720766888344.5,114.256914405583,1e-16,0.0233491982238091
"79",0,"DEF",12,-40.6835983666349,10,45884257472913.2,667.43466392536,3.92238279203674e-12,0.665400942981027
"80",0,"DEF",12,-40.6835983666349,7.41069040116854,88737845966145.4,205.543712084182,9.02778830067071e-12,0.576238235408673
"81",127.033389248013,"DEF",12,-40.6835983666349,6.46472691413045,57984950409074.4,247.318422689543,1e-16,0.0233492935594108
"82",127.033392405011,"DEF",12,-40.6835983666349,6.52804615198803,26254191541906,154.232751097068,1e-16,0.0233492201734979
"83",127.033392665516,"DEF",12,-40.6835983666349,0.1,10000000000.0022,149.77756832661,1e-16,0.0233493122226484
"84",0,"DEF",12,-40.6835983666349,5.76439836241771,7067487552294.04,747.924307617359,2.14330485227089e-12,0.63786210011784
"85",0,"DEF",12,-40.6835983666349,10,1e+14,832.950111246494,1e-11,1
"86",127.03338995281,"DEF",12,-40.6835983666349,7.8813420420276,36627037314747.9,212.937334097218,1e-16,0.0233492951561162
"87",0,"DEF",12,-40.6835983666349,3.09675094229169,72929118112204.6,809.406211110763,1.24465383426633e-12,0.964878749246476
"88",0,"DEF",12,-40.6835983666349,4.72488724848698,7701375433707.14,366.981906479402,4.64199630940072e-12,1
"89",0,"DEF",12,-40.6835983666349,7.211515694228,19586895154698.3,275.533810351044,5.65407362021117e-12,0.647113921195036
"90",0,"DEF",12,-40.6835983666349,9.27018882934479,2867225914322.57,1000,4.4260101935441e-12,0.475788449293227
"91",127.033359224242,"DEF",12,-40.6835983666349,1.16587612967317,77664897859702,1000,1e-16,0.0233492248966919
"92",0,"DEF",12,-40.6835983666349,6.50641039081383,15513787460746.2,614.137911307625,5.37813382913023e-12,0.720504758075811
"93",0,"DEF",12,-40.6835983666349,7.5444811193971,41827027173792,881.080153468065,2.22257968276297e-13,0.822217373154825
"94",0,"DEF",12,-40.6835983666349,8.1918491163291,91824904160592.7,466.507120081224,2.50620289690639e-12,0.722391265432816
"95",127.033389319941,"DEF",12,-40.6835983666349,0.805105312079002,23643103895402.5,242.396807695804,1e-16,0.0233492849538514
"96",0,"DEF",12,-40.6835983666349,7.48827266807051,66298106312974.6,784.395754600365,6.63549277137621e-12,0.280721087078561
"97",0,"DEF",12,-40.6835983666349,2.81433781615971,2021055074305.04,956.292509070616,1e-16,0.649667554753873
