"","ssq","phosphorus","temperature","transformedtemperature","r","K","a","eps","m"
"1",127.033359361464,"DEF",12,-40.6835983666349,7.83851375825212,76502169144347,995.146882559217,1e-16,0.0233491851495666
"2",127.033387941668,"DEF",12,-40.6835983666349,2.72596066533328,46274200509637,417.589598695916,1e-16,0.0233492849161201
"3",127.033388323956,"DEF",12,-40.6835983666349,5.31100791579408,68780743645495.5,336.396905313647,1e-16,0.0233492841444694
"4",127.033388008409,"DEF",12,-40.6835983666349,9.8532018536455,20163500770518.4,399.951261757524,1e-16,0.0233492844422096
"5",127.033387873534,"DEF",12,-40.6835983666349,6.58321987484982,8253362286793.57,439.876437189249,1e-16,0.0233492849111036
"6",127.033387996992,"DEF",12,-40.6835983666349,0.207151798551367,16879510936370.9,401.776575628891,1e-16,0.0233492853188296
"7",127.033363767493,"DEF",12,-40.6835983666349,3.2123802622931,85904040813271,854.826170460423,1e-16,0.0233491896979319
"8",127.033388258393,"DEF",12,-40.6835983666349,4.76042387260269,18798413392488.9,346.976830995821,1e-16,0.0233492853436553
"9",127.033388301471,"DEF",12,-40.6835983666349,9.88706846223137,31365312998474.7,340.462420872587,1e-16,0.0233492846571276
"10",127.033388180366,"DEF",12,-40.6835983666349,5.99123244884942,77038428045861.1,361.208367448591,1e-16,0.0233492845556877
"11",127.033359231907,"DEF",12,-40.6835983666349,4.24491982940869,85767453827690.2,1000,1e-16,0.0233491990804563
"12",127.033366823333,"DEF",12,-40.6835983666349,2.48444981570799,31609886333146.4,786.411920619241,1e-16,0.0233492280052595
"13",127.033388730515,"DEF",12,-40.6835983666349,1.23513246659052,53543269496476.2,286.457815434465,1e-16,0.0233492862336781
"14",127.033388673387,"DEF",12,-40.6835983666349,4.39494736076234,19737778228032.8,292.465612568013,1e-16,0.0233492842075418
"15",127.033388209349,"DEF",12,-40.6835983666349,3.21610314344062,80516208655063,355.454254663413,1e-16,0.0233492847813233
"16",127.033366289617,"DEF",12,-40.6835983666349,0.925462788809534,64431638565323.1,797.015333073324,1e-16,0.0233491545998627
"17",127.033362349486,"DEF",12,-40.6835983666349,6.94748118339639,89130735214942.1,893.607841506362,1e-16,0.0233491909178764
"18",127.033361777043,"DEF",12,-40.6835983666349,6.94943122629981,94839348228176.7,910.647349302003,1e-16,0.0233491944630515
"19",127.033363476972,"DEF",12,-40.6835983666349,9.76351445872941,9814091891044.03,862.947683688811,1e-16,0.0233491970363824
"20",127.033387834026,"DEF",12,-40.6835983666349,3.63755025034904,32783544955602.7,453.82971555401,1e-16,0.0233492850927931
"21",127.033392605473,"DEF",12,-40.6835983666349,4.11296048015753,10724511926956.6,151.085075403165,1e-16,0.0233490836103916
"22",127.033365585139,"DEF",12,-40.6835983666349,9.19437002609378,44317969397944.8,812.750500018545,1e-16,0.0233491815676898
"23",127.033388118018,"DEF",12,-40.6835983666349,6.05393232284478,35389809488769.4,373.792671989437,1e-16,0.0233492861315131
"24",127.033359891613,"DEF",12,-40.6835983666349,6.92289487815393,86844994052438.5,974.526354105555,1e-16,0.0233492008201065
"25",127.033359937946,"DEF",12,-40.6835983666349,1.26679494061032,55093496762963.7,972.311561868719,1e-16,0.023349579231639
"26",127.033371606494,"DEF",12,-40.6835983666349,1.31421943435666,81803438954179.4,706.009542912008,1e-16,0.0233492233918597
"27",127.033388473442,"DEF",12,-40.6835983666349,7.47398248176173,82506412511803,315.620062706798,1e-16,0.0233492844012876
"28",127.033361291702,"DEF",12,-40.6835983666349,8.60628142036648,25306325862090.4,926.050630726528,1e-16,0.0233492293258838
"29",127.033387753266,"DEF",12,-40.6835983666349,8.59034030877494,83767573605341.8,488.697866713725,1e-16,0.0233492851851942
"30",127.033379812676,"DEF",12,-40.6835983666349,6.53116040177952,32179720424792,612.143658723083,1e-16,0.0233488399781262
"31",127.033362063392,"DEF",12,-40.6835983666349,1.96336335302374,23792812317171.5,901.499462625458,1e-16,0.0233492070788674
"32",127.033367097708,"DEF",12,-40.6835983666349,7.28340713321739,41434704993782.9,781.529905343609,1e-16,0.0233491834273882
"33",127.033359229371,"DEF",12,-40.6835983666349,3.23440787418236,18965366037582.2,1000,1e-16,0.0233491990888912
"34",127.033359736882,"DEF",12,-40.6835983666349,9.79526088628499,12800621420295,980.673386102555,1e-16,0.0233491991460061
"35",127.033388557447,"DEF",12,-40.6835983666349,5.03844357750681,30956558098953.1,305.131843739303,1e-16,0.0233492843833921
"36",127.033364505109,"DEF",12,-40.6835983666349,1.00790017572916,4892428236121.87,836.487620620714,1e-16,0.0233492024870936
"37",127.033387852056,"DEF",12,-40.6835983666349,9.17390896524276,89943422991324.1,447.823775460877,1e-16,0.0233492849691939
"38",127.033387733991,"DEF",12,-40.6835983666349,4.5015826826462,40873349523814.2,497.53396871757,1e-16,0.023349285033299
"39",127.033388799915,"DEF",12,-40.6835983666349,5.52704721310213,78961603370490.3,280.48031199701,1e-16,0.0233492846625432
"40",127.03335935051,"DEF",12,-40.6835983666349,9.83038301486349,80687673092282.1,995.786306553856,1e-16,0.0233492009715208
"41",127.033356461993,"DEF",12,-40.6835983666349,4.40200231054348,58345568325520.2,114.607553536416,1e-16,0.0233492003671157
