Date,Time_in_min,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6,temp_internal
01.06.16 10:15:39,0.03,0,76.47,77.1,74.74,70.24,62.44,65.02,68.23,67.01,66.55,64.41,65.33,66.39,No Sensor,69.93,69,79.31,64.11,66.55,66.7,66.7,64.72,70.24,67.62,11.86
01.06.16 10:15:54,0.28,0,76.47,77.26,74.43,70.39,61.69,64.72,68.08,66.85,66.39,64.87,65.33,66.7,No Sensor,69.77,68.54,79.47,63.5,65.63,66.55,66.55,64.72,70.39,67.77,11.88
01.06.16 10:16:09,0.53,0,76.47,77.1,74.9,69.77,62.14,64.41,67.93,66.7,66.09,64.56,65.02,66.85,No Sensor,69.93,68.69,79.78,63.8,65.78,66.09,66.24,64.56,69.93,67.47,11.89
01.06.16 10:16:24,0.78,0,76.15,77.57,74.43,70.24,61.69,64.41,67.93,67.01,66.24,65.02,64.72,66.85,No Sensor,69.93,68.69,80.58,63.96,65.63,66.7,66.7,64.72,70.55,67.47,11.91
01.06.16 10:16:39,1.03,0,76.78,76.94,75.06,70.08,61.99,64.26,67.93,66.55,66.39,64.87,64.87,66.24,No Sensor,69.77,68.39,81.06,64.11,65.78,66.55,66.7,64.41,70.55,67.31,11.91
01.06.16 10:16:54,1.28,0,76.15,76.63,74.9,70.08,61.53,63.96,67.93,67.01,66.09,64.41,64.72,66.55,No Sensor,69.77,68.54,81.21,63.65,65.17,66.7,66.39,64.26,70.39,67.16,11.93
01.06.16 10:17:09,1.53,0,76.47,76.94,75.06,69.62,61.99,63.96,67.62,66.7,65.63,64.87,64.41,66.39,No Sensor,69.77,68.23,81.21,64.11,65.78,66.24,66.55,63.65,70.24,67.62,11.93
01.06.16 10:17:24,1.78,0,76.15,76.31,74.74,69.62,61.99,63.65,68.08,66.39,65.94,64.72,64.11,66.7,No Sensor,69.62,68.23,81.53,64.11,65.63,66.39,66.09,63.96,70.08,67.47,11.95
01.06.16 10:17:39,2.03,0,76,76.47,74.9,69.31,61.08,63.5,67.77,66.39,65.78,64.41,63.8,66.24,No Sensor,69.62,68.69,81.53,63.8,65.48,66.39,66.39,64.11,70.24,67.31,11.97
01.06.16 10:17:55,2.3,0,76.15,77.1,74.28,69.46,61.38,63.65,67.77,66.7,65.94,64.41,63.65,65.94,No Sensor,69.62,68.69,81.37,63.96,65.33,66.7,66.09,63.96,69.93,67.01,11.97
01.06.16 10:18:10,2.55,0,75.68,77.26,74.59,69.16,61.53,63.65,67.47,66.09,65.94,64.41,63.65,66.7,No Sensor,69.62,68.08,81.53,63.8,65.94,66.55,66.55,63.65,70.24,67.31,11.99
01.06.16 10:18:25,2.8,0,76.15,76.78,75.06,69,61.23,63.5,67.31,66.55,65.33,64.56,63.8,66.24,No Sensor,69.31,68.23,81.37,63.65,65.48,65.94,65.94,63.65,70.08,67.16,12
01.06.16 10:18:40,3.05,0,75.84,76.63,75.06,68.39,61.23,63.05,67.62,65.94,65.48,64.26,63.8,66.39,No Sensor,69.31,68.23,81.85,64.26,65.17,66.55,66.24,63.96,70.08,67.16,12.02
01.06.16 10:18:55,3.3,0,76.31,76.94,74.74,68.39,61.08,62.89,67.62,65.78,65.17,63.96,63.2,66.24,No Sensor,69.31,68.23,81.85,64.11,65.33,65.94,66.09,63.5,69.93,66.39,12.04
01.06.16 10:19:10,3.55,0,76.31,76.47,74.74,68.39,61.08,62.89,67.31,65.94,65.48,64.11,63.2,66.24,No Sensor,69.31,67.93,81.37,64.26,65.02,66.39,65.63,63.2,69.77,66.85,12.04
01.06.16 10:19:25,3.8,0,76.31,76.78,74.59,68.23,60.93,63.05,67.47,66.39,65.33,64.72,63.05,65.94,No Sensor,69,68.69,81.85,63.96,65.78,66.24,66.24,63.65,69.31,66.85,12.06
01.06.16 10:19:40,4.05,0,75.84,76.78,74.9,67.93,60.78,63.05,67.47,65.63,65.02,64.11,62.89,65.94,No Sensor,69.16,68.39,82.01,64.26,65.33,66.55,66.09,63.35,69.46,66.39,12.06
01.06.16 10:19:55,4.3,0,75.68,76.63,74.28,68.08,60.33,62.59,67.47,65.94,65.33,63.8,62.59,65.78,No Sensor,68.85,67.93,81.06,63.96,64.41,65.78,65.94,62.89,69.46,66.09,12.09
01.06.16 10:20:21,4.73,0,75.68,77.41,74.43,68.23,60.63,62.59,67.62,66.09,65.48,64.56,63.35,65.78,No Sensor,69.16,68.39,81.37,64.11,65.33,66.39,65.78,63.2,70.08,66.55,12.13
01.06.16 10:20:36,4.98,0,76.15,76.78,74.59,68.54,60.93,62.59,67.62,65.94,65.02,64.72,63.35,66.09,No Sensor,69,68.23,81.21,64.41,65.63,65.94,65.63,63.5,70.08,66.24,12.16
01.06.16 10:20:53,5.27,0,75.68,76.63,74.74,67.93,60.78,62.89,67.31,65.78,65.17,63.65,62.89,65.94,No Sensor,69.16,68.54,81.21,64.26,65.48,65.78,65.94,63.05,70.24,66.39,12.15
01.06.16 10:21:11,5.57,0,76.31,76.63,74.59,67.77,59.88,62.89,67.31,65.78,65.17,64.56,62.44,65.78,No Sensor,68.85,67.93,80.74,64.72,65.33,65.78,66.09,62.59,69.46,66.24,12.15
