replicate,term,estimate,std.error,statistic,p.value
11,T_h,294.39520960431713,0.5947097247452132,495.02336577805676,1.6099699536958226e-40
12,B0,1.761310709403374,0.20381766647403646,8.641599817490505,5.2309895861073676e-8
12,E,2.973342068375727,0.47416257502028203,6.270722796392238,5.077887396745007e-6
12,E_D,27.394164446125725,167172.3720385415,1.6386777379583998e-4,0.9998709607466116
12,T_h,295.913290181981,5629.545938196381,0.05256432640050309,0.9586277705931977
13,B0,1.336414650107442,0.21011878500098133,6.360281638318062,4.213976077054983e-6
13,E,4.517217311420158,1.3459350428564367,3.356192659813215,0.0033171420414190664
13,E_D,4.518631662485444,0.6770432748223276,6.674066238485629,2.2108070884357717e-6
13,T_h,303.6976371351724,1467.1550755353187,0.20699763930841644,0.8382139785421057
14,B0,1.6634868166878156,0.2671005687968017,6.22794187291051,5.553046267599546e-6
14,E,3.0724641290796213,0.6171960615382653,4.978100672616059,8.348561859020196e-5
14,E_D,8.443240505729115,8.638547091315564,0.9773912692120654,0.3406569720146553
14,T_h,294.60858170033777,1.6577200688624285,177.7191380101382,4.546716541711333e-32
15,B0,1.5229736953639952,0.19338788843543064,7.8752279043188045,2.115023649346933e-7
15,E,3.3957282622644747,0.554701117088023,6.121726020835869,6.9410714416245246e-6
15,E_D,6.01816444885354,1.7660454461913555,3.4077064448325958,0.0029525430805994917
15,T_h,294.1667614427704,0.6660798954565729,441.6388536109922,1.4071802900689091e-39
16,B0,1.632666315861015,0.15064983911217483,10.837491267716,1.4190434345862165e-9
16,E,2.821251582493629,0.42379372070707205,6.657133989117526,2.2883496273311254e-6
16,E_D,6.956630947528403,5.119263091206125,1.3589125668259774,0.19008844895582733
16,T_h,294.7363017946915,0.899453291613923,327.68383254880865,4.080094306683137e-37
17,B0,1.4524205145903764,0.15215789773277077,9.545482266988259,1.1074663221631766e-8
17,E,3.8885772301310984,0.7137224742446406,5.448304306581527,2.950131750892577e-5
17,E_D,3.888981843160177,0.7942965005922427,4.8961336733329155,1.002981326490652e-4
17,T_h,310.0247054911808,6192.453614548091,0.050064921723891764,0.9605932246967779
18,B0,1.1002972457291822,0.2190244735365745,5.023626939778698,7.541618576254478e-5
18,E,4.30947406241873,0.5350880424147766,8.053766335294439,1.5170237765224087e-7
18,E_D,6.248741797537069,0.534487864108825,11.691082655273885,4.019682607639612e-10
18,T_h,293.4419587613895,0.4543344061439759,645.8721919211188,1.0281265921710165e-42
19,B0,1.8337527432261185,0.27747017694563797,6.608828247460223,2.525375433149658e-6
19,E,2.963270314496747,0.6251666805408935,4.7399684063983205,1.4248149169166925e-4
19,E_D,12.802900642199662,107.8289084169715,0.11873347166504912,0.9067328664597065
19,T_h,295.16337614956484,10.54485434012837,27.991223646051008,6.568123920879672e-17
20,B0,1.5236639891632167,0.15816009710007176,9.633681422180446,9.568062085704416e-9
20,E,3.4515675954451677,0.47415545371372864,7.279400813407182,6.612006809714599e-7
20,E_D,6.975044389906154,2.557969233729715,2.7267897900929814,0.013391441256418522
20,T_h,294.06794860430114,0.8009408099557092,367.15315907122107,4.702824678826294e-38
21,B0,1.3734687828782828,0.1921777650380848,7.146866249620999,8.575685841332735e-7
21,E,4.391323943879965,0.6784903184903953,6.472198385454381,3.3429079729411344e-6
21,E_D,5.992864843945307,0.5751444446441621,10.419756114749662,2.7028503265283267e-9
21,T_h,293.2590732898576,0.6371051743609091,460.2993117800852,6.410503839756106e-40
22,B0,1.6984052546897612,0.11013006391110478,15.421813030642449,3.3759029369272048e-12
22,E,3.359856334029074,0.366086538610009,9.177765308678339,2.0578368830937715e-8
22,E_D,30.10424345448874,516156.46930698334,5.832387123793712e-5,0.9999540723068613
22,T_h,295.9521031562663,15615.726995813435,0.018952182196551644,0.9850768622933103
23,B0,1.57192666860284,0.17142478191915456,9.16977493571597,2.0861054347988866e-8
23,E,2.913971856591421,0.5051074694648976,5.769013591658888,1.4710195260370586e-5
23,E_D,29.52052598526174,1123786.8807758223,2.6268793923703597e-5,0.9999793143856637
23,T_h,296.12219562930926,28176.448840623776,0.010509564115204293,0.9917243030535523
24,B0,1.5134996890904677,0.2059125036908553,7.350207791959762,5.759965957018697e-7
24,E,4.622134861400068,0.9550675850356029,4.839589295900734,1.1386807236241334e-4
24,E_D,5.112023309295821,0.7022902063737715,7.279075320858326,6.61621161700648e-7
24,T_h,293.9678522291751,1.4601670516023988,201.32480862828157,4.25716590529831e-33
25,B0,1.4101124400348333,0.2147062586703332,6.567635469816298,2.7474742375815025e-6
25,E,2.9451583393879,0.5617389739809554,5.24293039259147,4.634266784731555e-5
25,E_D,7.923235550523372,18.225903853275728,0.4347238751124727,0.6686602338255874
25,T_h,295.35254477700727,1.2698541442071791,232.58777090608913,2.7446073691862602e-34
26,B0,1.523800223015013,0.3736916097809403,4.077694502984082,6.416081780682214e-4
26,E,3.086773461300886,0.8714146806543615,3.5422555183290814,0.0021761979632334187
26,E_D,5.24288284826978,2.0211132261999407,2.5940569683606247,0.017809572103049655
26,T_h,294.589418717213,0.7232796066243402,407.29673008770175,6.550178566182364e-39
27,B0,1.7322180480908715,0.22595207600580333,7.666307292730434,3.137134069669836e-7
27,E,2.977293253265972,0.6556084616332205,4.541267276888223,2.2327715811130863e-4
27,E_D,31.063341676193655,2732858.3612584155,1.1366612377924238e-5,0.9999910492517979
27,T_h,296.13231985188355,65547.38341996938,0.00451783586774976,0.9964423994480545
28,B0,1.4421563120346046,0.17977221383235492,8.022131347725825,1.608538431211746e-7
28,E,3.2650713271743887,0.4517325792330504,7.227885428847777,7.313210345177738e-7
28,E_D,32.5181470523312,3383386.0821069633,9.611125145990113e-6,0.999992431627097
28,T_h,296.12861531061975,79020.22639695105,0.003747504010214348,0.9970489992072014
29,B0,1.594157411125772,0.14881427045848752,10.712396104313598,1.7177334385024634e-9
29,E,3.1527213777185894,0.3997600607832236,7.886534166373873,2.0707199335658599e-7
29,E_D,30.527376272351052,678201.1724606057,4.5012272924261684e-5,0.9999645546529241
29,T_h,295.97161735915813,19947.31204009559,0.014837669193936158,0.9883163860025171
30,B0,1.4661831762186346,0.17680398389963395,8.292704405636814,9.787970625833563e-8
30,E,3.5432303749169978,0.4489350118353242,7.892524043584076,2.0476399237087098e-7
30,E_D,10.364098765170658,12.634807250998115,0.8202815095855082,0.42222782747817544
30,T_h,294.63281345955863,2.007830822622095,146.7418520225661,1.7259142490428857e-30
31,B0,1.6447162847263759,0.21922714782314115,7.502338560976175,4.2922858593508423e-7
31,E,2.940794481163927,0.7255166734841147,4.053379596421247,6.782445629159006e-4
31,E_D,4.751597517177675,1.8464027636101294,2.5734350114853823,0.018609207865598252
31,T_h,294.82272948546273,0.7613367785529778,387.2435140278034,1.7092830145809247e-38
32,B0,1.5523436427348005,0.18812471180593554,8.251673200361667,1.0547301652730124e-7
32,E,3.4018346245330497,0.42281431610840875,8.045694043294471,1.5398493155849427e-7
32,E_D,30.69312192445704,840760.5163914207,3.650637883923617e-5,0.9999712527009961
32,T_h,296.0188223086044,23286.440949912412,0.012712068063355892,0.9899900435675346
33,B0,1.3929559913069365,0.12659453857402767,11.003286610917964,1.104395835599729e-9
33,E,4.050173208045514,0.6318419160559413,6.410105289195351,3.8004268026297695e-6
33,E_D,5.374627619736105,0.6502314889061329,8.265714151705723,1.0280794192326275e-7
33,T_h,293.6900246009477,0.6590571748028946,445.621466284442,1.1865301954231222e-39
34,B0,1.4381480719651956,0.2031689601326514,7.0785816446873175,9.814281976320752e-7
34,E,3.595314988846328,0.46072832235995514,7.803546720180578,2.41977854821866e-7
34,E_D,9.224491584954313,5.902269708359822,1.5628719188974,0.1345855172352336
34,T_h,294.38706868529977,1.2017313159793521,244.9691247709466,1.0248283971544365e-34
35,B0,1.8362053156538944,0.2805282517117594,6.545527248858276,2.8748918171122044e-6
35,E,3.039033849595269,0.707080453023688,4.298002916923314,3.8813978412726417e-4
35,E_D,4.929918806786461,1.624468807814476,3.0347882231232646,0.0068153281326499985
35,T_h,294.6762325531558,0.9146485233933885,322.17428336285207,5.630733132465404e-37
36,B0,1.5082596338534477,0.16239966014859392,9.287332451763795,1.7080445431193068e-8
36,E,3.47753523777257,0.38474031708981443,9.038655642010006,2.6124691301513737e-8
36,E_D,32.112209454203814,838270.4702908864,3.830769494130054e-5,0.9999698342373136
36,T_h,295.91641308821414,25187.23238287798,0.011748667284674557,0.990748623019492
37,B0,1.6901758746261943,0.20090706650842935,8.412724868267789,7.876272017836119e-8
37,E,4.489826559167717,1.02343779843887,4.387004824344383,3.1695018838324084e-4
37,E_D,4.506669363552184,0.598047632995959,7.53563615154821,4.0263559982545577e-7
37,T_h,299.1685905160392,74.67233543738895,4.006418023002444,7.55041605297699e-4
38,B0,1.5776666269646713,0.21373086655835674,7.381557247061962,5.419852995236856e-7
38,E,4.036763480805692,0.6659270647995585,6.061870277071171,7.876003758576386e-6
38,E_D,4.938387180255581,0.6024909552676645,8.19661629287304,1.1663571211161006e-7
38,T_h,293.82426934974995,0.7177521073199181,409.3673377663605,5.948598290717775e-39
39,B0,1.6193302003628367,0.14100308637941525,11.484359966458433,5.420152439682815e-10
39,E,4.051476137624204,0.5117506222421128,7.916895381335603,1.956451666760422e-7
39,E_D,5.049715445241003,0.5953528894285941,8.481886180291495,6.955134287945454e-8
39,T_h,293.5052738691061,0.6036432698482112,486.22305346485405,2.2637034797729142e-40
40,B0,1.6620638279701292,0.17356138223417916,9.576230648633436,1.0523148960329795e-8
40,E,3.233389832123732,0.7453018010160822,4.338363100311308,3.54051687852005e-4
40,E_D,4.4872577551703605,1.1782441604231424,3.808427748590626,0.0011867230776017616
40,T_h,294.85760995012316,0.9000425451286254,327.60407999155746,4.099004568823492e-37
41,B0,1.3558694961727653,0.14962724740511435,9.061648327338146,2.5110200086024867e-8
41,E,4.374153855861924,0.5386569504950733,8.12048160121519,1.34131627712158e-7
41,E_D,6.32669458230597,0.5047150980099165,12.535179960441099,1.2356475017052582e-10
41,T_h,293.24026923313545,0.533642620646829,549.5068382613415,2.2144941493135197e-41
42,B0,1.5412917607350225,0.1694330797108829,9.096758220797561,2.3639510328822258e-8
42,E,3.583649315601233,0.4620696205576807,7.755647972000535,2.6485345687163945e-7
42,E_D,5.718855327353656,0.9481763354392005,6.031425921112712,8.40030079774621e-6
42,T_h,293.9402446408159,0.47474726667039047,619.1509994409172,2.2944625037971626e-42
43,B0,1.5829411282973433,0.20999753686312414,7.537903310404542,4.008882150846956e-7
43,E,3.495229969243245,0.41394854808950093,8.443633841391158,7.44985331682017e-8
43,E_D,28.554174344483066,199051.25936668145,1.4345136240450564e-4,0.9998870378458571
43,T_h,295.9488277384523,6239.362847747382,0.0474325399820752,0.962663527476316
44,B0,1.5630131734720984,0.1308572848099099,11.944410857543106,2.8021434387849237e-10
44,E,2.8248931041308403,0.771148615380356,3.663227875650804,0.0016525826842020848
44,E_D,31.186865875952876,5781916.162322454,5.393863383765474e-6,0.9999957525504187
44,T_h,296.2251886352427,121478.94086343006,0.0024384900504546476,0.9980797895678606
45,B0,1.5379264035143496,0.15601416595344392,9.857607442988742,6.627493337323436e-9
45,E,3.1252377108817084,0.6707304099713796,4.659454326836119,1.7087241423425836e-4
45,E_D,4.216320150292062,1.8130071750434151,2.325594850550493,0.031265496446064564
45,T_h,295.7873206909371,2.1866856515693036,135.2674173714276,8.095837817416845e-30
46,B0,1.4400072620899185,0.18466221989630133,7.798061037599175,2.4449037588380887e-7
46,E,3.490644154233354,0.4908717112979586,7.111112891397681,9.202627523017679e-7
46,E_D,6.037191731287183,0.9015571722240763,6.69640475089768,2.112635652438423e-6
46,T_h,293.9976796282134,0.5367035812175509,547.784084021311,2.350623764438218e-41
47,B0,1.9459107473352597,0.20755092790605936,9.375582017229082,1.471586064156781e-8
47,E,2.793306139234457,0.4419401538484195,6.320552941185176,4.576820669406965e-6
47,E_D,9.706957347110588,25.642404514439356,0.3785509795559366,0.7092180332847974
47,T_h,295.1830796138521,2.5988467288097317,113.58233494171684,2.230092727976758e-28
48,B0,1.833902294492019,0.1613384188538766,11.36680467999984,6.436230892207255e-10
48,E,3.535414536952771,0.3822579480588924,9.248766585248578,1.8235053832601413e-8
48,E_D,7.401050512890194,0.8808365891562434,8.402296866413879,8.02579723698353e-8
48,T_h,293.65278279672333,0.49313445250828924,595.4821880788936,4.8116433571112287e-42
49,B0,1.5715794955865494,0.10995399813334773,14.293063665412165,1.282708693520012e-11
49,E,3.9426202958263663,0.6335236479374695,6.223319853429549,5.607052065146651e-6
49,E_D,4.852844791500901,0.5763975340788732,8.419267093597329,7.783945271841154e-8
49,T_h,294.23721737252106,0.8398509405349952,350.34457088907754,1.145486700781445e-37
50,B0,1.6103991693227118,0.26227212612594497,6.140184216714614,6.6764086448140255e-6
50,E,2.791592498488441,0.6590387981472627,4.235854560211578,4.4720767710758666e-4
50,E_D,27.0084895684005,463387.0799475493,5.8284943057664844e-5,0.9999541029612311
50,T_h,296.12867918228744,12107.49639796284,0.024458291743296567,0.9807421041051717
51,B0,1.6947175927821838,0.1766976309079261,9.591060072929162,1.026747259736697e-8
51,E,4.174993090498498,0.9632581522698794,4.33424111766954,3.5739017827868247e-4
51,E_D,4.34770481364305,0.5668227038311758,7.670308165598786,3.113367859142499e-7
51,T_h,295.3331773526302,4.912805319916367,60.11497670289483,3.8347294587272675e-23
52,B0,1.6814377674896712,0.1306467349579002,12.87010936807185,7.873331558759964e-11
52,E,3.2562101960374976,0.3783047103281719,8.607374180492755,5.558759856482955e-8
52,E_D,5.707100230637333,2.66787401391083,2.1391940552212616,0.045618392610975875
52,T_h,294.6021362792133,0.40767964161943177,722.6314640313187,1.21743912895781e-43
53,B0,1.6390443360842337,0.14743329396422783,11.11719267753673,9.311747836035743e-10
53,E,4.0639005170138995,0.5229074017904741,7.771740279634214,2.569276836107913e-7
53,E_D,5.438145602953309,0.6349601535867537,8.56454625102755,5.99924930418044e-8
53,T_h,293.2692878552612,0.496071172663857,591.183894602123,5.521636353428193e-42
54,B0,1.4111149862740564,0.1675365284021138,8.422730253113281,7.73552779657681e-8
54,E,3.780370654159998,0.4244127117999636,8.907298365610176,3.279915854014701e-8
54,E_D,5.970992814219278,1.513123684160648,3.946136642181684,8.665094049181047e-4
54,T_h,294.16147848189854,0.45459407477189406,647.0860374269126,9.92096357337362e-43
55,B0,1.4725842158827078,0.23174190854467636,6.354414810555578,4.265635016708289e-6
55,E,3.522005285660323,0.5333243213564413,6.603871499245636,2.5510899389749804e-6
55,E_D,6.757397553072479,2.7447151680440953,2.4619667759142567,0.02355061443110444
55,T_h,294.464051799265,0.7241962978857956,406.6080600783483,6.764184998877581e-39
56,B0,1.7388516776709615,0.21266504944910802,8.176480724854974,1.2101882562036408e-7
56,E,3.640081695504726,0.6000594860600382,6.066201401806557,7.804197363258652e-6
56,E_D,5.162095168428027,0.8015800023994233,6.439900138446544,3.573335511584798e-6
56,T_h,293.84712512890053,0.5512782789932983,533.0286650609587,3.949000645931154e-41
57,B0,1.611031874910813,0.17099709318448758,9.421399188187847,1.362533326679452e-8
57,E,4.1638680890736035,0.5237324783722401,7.950372109850625,1.8380135343439492e-7
57,E_D,5.850775584202065,0.5989119571683463,9.769007805194793,7.658575568433105e-9
57,T_h,293.1798947805114,0.5103834367723494,574.4306606706771,9.53388283171925e-42
58,B0,1.7101115031719176,0.18747872378752906,9.121629743490248,2.2652177022369776e-8
58,E,3.301477889991428,0.495698047832674,6.66026002003918,2.2738252319633444e-6
58,E_D,6.014585645595746,1.1120154564163998,5.408724861593609,3.217283925329454e-5
58,T_h,293.73190812294996,0.602668796592556,487.38529318871,2.1633183725703118e-40
59,B0,1.4978322285557013,0.1597246860434377,9.377587558058249,1.4666270809654358e-8
59,E,4.29892213717137,0.8912637586808148,4.82340058742468,1.18086493801034e-4
59,E_D,5.193486647698089,0.6057241859998884,8.57401234379478,5.8988590388170094e-8
59,T_h,293.56615374750834,0.870030245525881,337.42063021046494,2.339343543646121e-37
60,B0,1.6502371614183358,0.16618178198819414,9.930313309166294,5.889880407079489e-9
60,E,3.1617821642661075,0.4491193337776389,7.039960042850261,1.0595415778948538e-6
60,E_D,6.395541029422002,2.943202016927034,2.1729874445042405,0.04263592035367468
60,T_h,294.4244412758176,0.7018531853583554,419.4957683713996,3.7390594876093375e-39
61,B0,1.8278770344278306,0.1730278207707924,10.564064358466345,2.1589785702509537e-9
61,E,3.6866960939170776,0.7783195860467618,4.7367381728661515,1.4352271808723097e-4
61,E_D,4.3171384439965905,0.5638421141316383,7.656644184241766,3.195314614541538e-7
61,T_h,294.40052011461165,1.305446689716402,225.51707582832648,4.933257829470234e-34
62,B0,1.5223746491207268,0.21523631509823174,7.073038062493915,9.922636219709385e-7
62,E,3.518818824721757,0.4854127606676789,7.2491271549632685,7.015186126703604e-7
62,E_D,7.216354729447717,2.3387911107688364,3.085506309742843,0.0060885845973774905
62,T_h,294.2036937173556,0.6803104028713955,432.45508590726524,2.0976467221439627e-39
63,B0,1.5776010782108307,0.19685879403918458,8.013871495610253,1.6333639819062054e-7
63,E,4.4510924587931235,1.0560653856045026,4.214788704816106,4.692175029023283e-4
63,E_D,6.176247387207805,0.59907558609977285,10.309629586840122,3.213210706181752e-9
63,T_h,293.0146300894284,1.0554778241185647,277.6132509786518,9.520910113818724e-36
64,B0,1.7784909539196327,0.1698316686167395,10.472080786847638,2.490753979672579e-9
64,E,3.705713048197248,0.7610151579356219,4.869433952208785,1.0648804022646109e-4
64,E_D,6.089461320825672,0.6950919501835919,8.760655794125203,4.2390792181932564e-8
64,T_h,293.22555708980684,0.9119094865998044,321.5511642313797,5.841670619702758e-37
65,B0,1.5247451999244064,0.37820819133073025,4.0314970296110495,7.130046943751875e-4
65,E,3.631976191173348,0.8989569532617854,4.040211467295564,6.98953098800227e-4
65,E_D,5.579688449083088,0.8730937074727833,6.390709727176705,3.956204211838527e-6
65,T_h,293.71525345738627,0.7707336852237571,381.0852686062576,2.3177980847046556e-38
66,B0,1.6300732270739375,0.16246967249963074,10.033092342681016,4.990122133936941e-9
66,E,3.4096409524501228,0.7246591896280736,4.705164857151812,1.541154002665447e-4
66,E_D,6.530505630285167,2.2109906057383832,2.953655982678514,0.008155832179372609
66,T_h,293.9902297153251,1.1039728265103839,266.30205260089326,2.0981780035831178e-35
67,B0,1.3211123453368303,0.2348530401193881,5.625272488128064,2.0064873424161382e-5
67,E,4.223979651540184,1.5302472411267531,2.7603249579656026,0.012452915245154949
67,E_D,4.224246329714103,1.0598005331547995,3.9858880964509664,7.912933830533787e-4
67,T_h,308.30472743539536,9365.681415020214,0.03291855806038326,0.9740828920880993
68,B0,1.5242729684042788,0.3446947519024898,4.4220950855540675,2.926421894010743e-4
68,E,3.500884661884724,0.7878032456914916,4.4438566114459634,2.7852134802890853e-4
68,E_D,5.538999802274761,1.0290385909258661,5.3826939544522885,3.406357397810507e-5
68,T_h,293.95339379403003,0.664135480040765,442.61058568349193,1.349632389829647e-39
69,B0,1.7297686489008102,0.18765179308495064,9.21797026537198,1.9215325116215188e-8
69,E,3.088408953538977,0.5619001981415283,5.496365660225458,2.6559870100515978e-5
69,E_D,5.500173139901659,2.0806386117225544,2.643502388599855,0.016022651321858317
69,T_h,294.5202253082923,0.729690064344393,403.6237297172339,7.780281753446068e-39
70,B0,1.6162756514260335,0.1541766331836668,10.483272452191924,2.447689076114153e-9
70,E,3.415203641166229,0.37511380389431276,9.104446719130744,2.332959912774e-8
70,E_D,30.20810396188504,744973.5016233146,4.0549232819772624e-5,0.9999680691167612
70,T_h,295.9940765170505,21444.477991907384,0.013802810990724574,0.989131207057217
71,B0,1.9544482577045974,0.22416453103188588,8.71881135123286,4.56327346855356e-8
71,E,3.0131655148920737,0.7512838865397637,4.010688328176454,7.477124622363937e-4
71,E_D,4.27172748390193,1.0543477414650315,4.051535670732602,6.811069385503217e-4
71,T_h,294.7003141095949,0.8462336385968682,348.2493494328997,1.2837462693104168e-37
72,B0,1.6636349177077259,0.28983119489897347,5.7400133146041075,1.5657877492569945e-5
72,E,3.0833077680597394,0.6299613083340482,4.8944399080852135,1.0067971441667422e-4
72,E_D,6.6216953805918095,3.4865452102115237,1.8992139729603794,0.07282716354878395
72,T_h,294.57466594827974,0.8843116944942281,333.11180637134777,2.986258929745438e-37
73,B0,1.6601844487461952,0.20019810166832272,8.292708247037718,9.787902259307978e-8
73,E,3.3220412978521785,0.8996906207476874,3.692426286595494,0.001546207770444238
73,E_D,4.735661640212127,1.414934611973616,3.3469120057828032,0.003387376747123622
73,T_h,294.7456056350567,0.9781972742812234,301.3150960286972,2.0081287917995446e-36
74,B0,1.2085734514251545,0.19472028626047108,6.2067156670491155,5.805564335881244e-6
74,E,4.810793914464847,0.6512105719020123,7.387462860766837,5.358146922534135e-7
74,E_D,5.724628405727608,0.588406596417703,9.729035059395835,8.177272754048129e-9
74,T_h,293.3513031378884,0.615062307886229,476.94566774225257,3.2641736726777845e-40
75,B0,1.7765603056150245,0.18914118333368343,9.392773558367834,1.4296381363890574e-8
75,E,3.056018555857712,0.4725145323904653,6.467565220475277,3.3749979425723455e-6
75,E_D,6.8697466630800985,3.6547365291192087,1.8796831477030458,0.07557620582588766
75,T_h,294.52462522881495,0.80695883652224,364.9809778378922,5.26400044789756e-38
76,B0,1.728361924556826,0.29613303864144064,5.836437340750538,1.272767241705555e-5
76,E,3.3988702101828143,0.8455069692539139,4.019919804069765,7.321108816178548e-4
76,E_D,4.75252090790692,0.8519182939761513,5.578611166718252,2.2203757866323504e-5
76,T_h,294.1455441338978,0.8878010747775358,331.3192025675396,3.308606408214106e-37
77,B0,1.3444088244817618,0.17301140760590966,7.7706368792981255,2.5746318971972326e-7
77,E,3.5633488016507755,0.4066657622709102,8.762352605619562,4.226449975744227e-8
77,E_D,29.414023037822282,366265.63635280676,8.030789710637531e-5,0.999936760774368
77,T_h,295.97572059429825,10927.15445627421,0.02708625761433741,0.9786734110359134
78,B0,1.416825976946842,0.14494469634329968,9.774941841204784,7.584549572199439e-9
78,E,4.648384441244733,0.8713048703650367,5.334968963615771,3.783046865122871e-5
78,E_D,4.707733647447063,0.6591716978815969,7.141892867331032,8.660179244503756e-7
78,T_h,297.6503722522349,27.111165270388383,10.978885240957807,1.1457016541065772e-9
79,B0,1.5887193751576503,0.14059024678177703,11.300352702443483,7.096956496582557e-10
79,E,3.344464752891669,0.37503332764451447,8.917780118096093,3.220653069105537e-8
79,E_D,8.567157880059183,4.106145684119854,2.0864232638388573,0.05065666367780278
79,T_h,294.24253374040654,0.9833898129442357,299.2125094925017,2.293832512175565e-36
80,B0,1.4817687580036856,0.20150354455489045,7.353561751366836,5.722545569254674e-7
80,E,3.446993455744785,0.48305460115900606,7.135825737865491,8.764422222576702e-7
80,E_D,7.673297834185992,4.182964698053359,1.8344161110795272,0.08230172639021845
80,T_h,294.5806361414301,0.8519880519947569,345.75676906704194,1.471441890698121e-37
81,B0,1.441721144166082,0.25943484735460137,5.5571607240391465,2.3264048718948122e-5
81,E,3.288502647135821,0.7726710365929212,4.256019044840109,4.271125899958321e-4
81,E_D,4.521304515263406,1.9650335645659376,2.3008790265942003,0.03289327221975237
81,T_h,295.7826803828305,1.7838443156756172,165.81193649222976,1.6966652047719627e-31
82,B0,1.7530250893526922,0.233950987666114,7.493129680027439,4.368999773571601e-7
82,E,3.0507680395372856,0.5091131971093038,5.992317733775623,9.126898577146616e-6
82,E_D,28.789312182624787,625379.8925107181,4.603491817916321e-5,0.9999637493610867
82,T_h,296.09049388841055,16555.347349630152,0.017884885628511156,0.9859171651484779
83,B0,1.5928552263928037,0.1863310375671151,8.548523354940631,6.173245495522544e-8
83,E,3.5166594570516994,0.7228811632066986,4.86478225750386,1.076055313009406e-4
83,E_D,4.6590725651211224,1.1442467729116619,4.071737561702358,6.503961186264415e-4
83,T_h,294.6648408402157,1.135856366447612,259.4208647716429,3.4499147921459865e-35
84,B0,1.7706868317559268,0.1588282920113702,11.148434635494077,8.888082029344483e-10
84,E,4.171033510342386,0.9761175080929827,4.273085438751359,4.108161897085386e-4
84,E_D,4.251565653191112,0.44333473743760454,9.589967341075956,1.0286089647304136e-8
