uniqueID,P,inverse_temp,max_daph_population_growth,mean_daph_population_growth
1,FULL,39.5871292029482,16,2.99778408908572
2,FULL,39.5871292029482,32,7.1036075036075
3,FULL,39.5871292029482,10,3.0408519982433
4,FULL,39.5871292029482,11.2222222222222,2.36203703703704
5,FULL,39.5871292029482,9,2.55220458553792
6,FULL,39.5871292029482,8.5,2.67473684210526
7,DEF,39.5871292029482,8.66666666666667,1.51293103448276
8,DEF,39.5871292029482,4.33333333333333,2.15764236321676
9,DEF,39.5871292029482,9.53846153846154,2.05667467289628
10,DEF,39.5871292029482,67,11.5140452596809
11,DEF,39.5871292029482,3.8,0.899878839508085
12,DEF,39.5871292029482,19.6666666666667,4.4035323341775
13,FULL,40.1347637068797,4,0.699603174603175
14,FULL,40.1347637068797,11,2.12626262626263
15,FULL,40.1347637068797,4,0.852248677248677
16,FULL,40.1347637068797,2.46153846153846,0.714650634989618
17,FULL,40.1347637068797,0.923076923076923,0.318276168276168
18,FULL,40.1347637068797,2.61538461538462,0.582722832722833
19,DEF,40.1347637068797,2.46153846153846,0.739983505772979
20,DEF,40.1347637068797,4.06666666666667,0.976388888888889
21,DEF,40.1347637068797,3.2,0.693716931216931
22,DEF,40.1347637068797,4.6,0.817460317460317
23,DEF,40.1347637068797,0.714285714285714,-0.103174603174603
24,DEF,40.1347637068797,4,0.705555555555556
25,FULL,39.0542383504771,4.83333333333333,1.03078958078958
26,FULL,39.0542383504771,6,1.25025249878191
27,FULL,39.0542383504771,3,1.24146825396825
28,FULL,39.0542383504771,2.05882352941176,0.789659697771517
29,FULL,39.0542383504771,4.28571428571429,0.890673577742543
30,FULL,39.0542383504771,137,23.1965774037221
31,DEF,39.0542383504771,6.6,1.22144120933204
32,DEF,39.0542383504771,8.77777777777778,1.89483861604551
33,DEF,39.0542383504771,19.6666666666667,3.52029064125838
34,DEF,39.0542383504771,7.6,2.14914063111738
35,DEF,39.0542383504771,2.66666666666667,0.752959617542951
36,DEF,39.0542383504771,5.14285714285714,1.05823675678327
37,FULL,40.697762321039,1.33333333333333,0.194246031746032
38,FULL,40.697762321039,0.5,-0.0722222222222222
39,FULL,40.697762321039,2.33333333333333,0.313888888888889
40,FULL,40.697762321039,0.142857142857143,-0.078505291005291
41,FULL,40.697762321039,1.2,0.135606060606061
42,FULL,40.697762321039,1.5,0.158333333333333
43,DEF,40.697762321039,1.25,0.212037037037037
44,DEF,40.697762321039,2,0.0944444444444444
45,DEF,40.697762321039,1.25,0.16712962962963
46,DEF,40.697762321039,1.66666666666667,0.295980392156863
47,DEF,40.697762321039,2.4,0.22843137254902
48,DEF,40.697762321039,1.5,0.0194444444444444
