photo,UniqueID,date,type,Area,Angle,Length,treatment,temperature,replicate
413,26,May3,size,0.0003592,-93.151,0.198,FULL,24,2
413,26,May3,size,0.0003429,137.322,0.188,FULL,24,2
413,26,May3,size,0.0001567,-34.695,0.086,FULL,24,2
413,26,May3,size,0.0003625,172.681,0.198,FULL,24,2
413,26,May3,size,0.0001404,0,0.076,FULL,24,2
413,26,May3,size,0.0002841,-165.155,0.156,FULL,24,2
413,26,May3,size,0.000258,96.582,0.142,FULL,24,2
413,26,May3,size,0.000271,-40.073,0.149,FULL,24,2
413,26,May3,size,0.0001469,11.821,0.079,FULL,24,2
413,26,May3,size,0.000271,100.491,0.148,FULL,24,2
413,26,May3,size,0.0001633,-100.408,0.089,FULL,24,2
413,26,May3,size,0.0002808,149.5,0.153,FULL,24,2
413,26,May3,size,0.0002841,-161.565,0.155,FULL,24,2
413,26,May3,size,0.0002384,121.921,0.13,FULL,24,2
413,26,May3,size,0.0003004,-90.63,0.164,FULL,24,2
413,26,May3,size,0.0002612,-87.825,0.143,FULL,24,2
413,26,May3,size,0.000271,142.431,0.148,FULL,24,2
416,27,May3,size,0.0001456,68.682,0.079,FULL,24,3
416,27,May3,size,0.0003138,31.373,0.173,FULL,24,3
416,27,May3,size,0.0002879,-150.819,0.159,FULL,24,3
416,27,May3,size,0.000165,-51.52,0.09,FULL,24,3
416,27,May3,size,0.0003397,-165.564,0.187,FULL,24,3
416,27,May3,size,0.0003397,135.39,0.187,FULL,24,3
416,27,May3,size,0.0001488,-141.34,0.081,FULL,24,3
416,27,May3,size,0.0001585,14.621,0.086,FULL,24,3
416,27,May3,size,0.0003462,160.201,0.191,FULL,24,3
416,27,May3,size,0.0001488,31.185,0.081,FULL,24,3
416,27,May3,size,0.0002912,-56.489,0.159,FULL,24,3
416,27,May3,size,0.0001423,-127.405,0.077,FULL,24,3
416,27,May3,size,0.0002782,112.306,0.153,FULL,24,3
416,27,May3,size,0.0003106,-0.597,0.171,FULL,24,3
416,27,May3,size,0.0003106,-44.576,0.171,FULL,24,3
416,27,May3,size,0.0002815,112.416,0.154,FULL,24,3
416,27,May3,size,0.00033,-59.133,0.182,FULL,24,3
416,27,May3,size,0.0002168,-80.395,0.119,FULL,24,3
416,27,May3,size,0.0002847,-47.328,0.156,FULL,24,3
416,27,May3,size,0.000317,165.107,0.175,FULL,24,3
416,27,May3,size,0.0001585,-24.944,0.086,FULL,24,3
416,27,May3,size,0.0001521,-105.255,0.083,FULL,24,3
416,27,May3,size,0.0001812,-40.601,0.099,FULL,24,3
416,27,May3,size,9.705e-05,122.619,0.053,FULL,24,3
416,27,May3,size,0.0001391,-83.047,0.075,FULL,24,3
416,27,May3,size,0.0003526,-37.504,0.194,FULL,24,3
416,27,May3,size,0.0003009,-107.057,0.166,FULL,24,3
416,27,May3,size,0.0001682,-29.055,0.092,FULL,24,3
416,27,May3,size,0.0002265,-164.962,0.125,FULL,24,3
416,27,May3,size,0.0002944,-143.13,0.161,FULL,24,3
416,27,May3,size,0.0002297,-56.083,0.126,FULL,24,3
416,27,May3,size,0.0002297,-165.174,0.126,FULL,24,3
416,27,May3,size,0.0002168,-75.964,0.119,FULL,24,3
416,27,May3,size,0.0002815,162.408,0.156,FULL,24,3
416,27,May3,size,0.0001747,152.949,0.095,FULL,24,3
416,27,May3,size,0.0001488,-41.424,0.082,FULL,24,3
416,27,May3,size,0.00022,-0.855,0.12,FULL,24,3
416,27,May3,size,0.000165,-101.535,0.091,FULL,24,3
416,27,May3,size,0.0002297,-30.964,0.126,FULL,24,3
416,27,May3,size,0.0002782,48.814,0.153,FULL,24,3
416,27,May3,size,0.0003106,-67.195,0.171,FULL,24,3
416,27,May3,size,0.0002588,-23.295,0.141,FULL,24,3
416,27,May3,size,0.0002265,-56.31,0.123,FULL,24,3
416,27,May3,size,0.0003882,-46.695,0.214,FULL,24,3
416,27,May3,size,0.0003494,-43.103,0.193,FULL,24,3
416,27,May3,size,0.0003753,-64.106,0.206,FULL,24,3
416,27,May3,size,0.0001165,26.565,0.063,FULL,24,3
416,27,May3,size,0.0001262,171.027,0.069,FULL,24,3
416,27,May3,size,0.0003623,165.964,0.2,FULL,24,3
416,27,May3,size,0.0002653,-24.034,0.146,FULL,24,3
416,27,May3,size,0.0003753,-128.972,0.206,FULL,24,3
416,27,May3,size,0.0002944,121.734,0.161,FULL,24,3
416,27,May3,size,0.0003817,19.983,0.211,FULL,24,3
416,27,May3,size,0.0003462,-154.885,0.191,FULL,24,3
416,27,May3,size,0.0003203,-28.657,0.176,FULL,24,3
416,27,May3,size,0.0003235,56.952,0.178,FULL,24,3
416,27,May3,size,0.0002976,-164.141,0.164,FULL,24,3
416,27,May3,size,0.0001876,168.887,0.103,FULL,24,3
416,27,May3,size,0.0002815,178.002,0.155,FULL,24,3
416,27,May3,size,0.0001488,-95.08,0.081,FULL,24,3
416,27,May3,size,0.0001423,-146.31,0.078,FULL,24,3
416,27,May3,size,0.0003106,58.314,0.17,FULL,24,3
416,27,May3,size,0.0002653,-154.385,0.145,FULL,24,3
419,28,May3,size,0.0002643,-165.44,0.144,FULL,24,4
419,28,May3,size,0.0003132,-1.206,0.172,FULL,24,4
419,28,May3,size,0.000248,-43.394,0.136,FULL,24,4
419,28,May3,size,0.0002578,102.609,0.141,FULL,24,4
419,28,May3,size,0.0003459,-135.39,0.189,FULL,24,4
419,28,May3,size,0.0002512,-170.91,0.138,FULL,24,4
419,28,May3,size,0.0002023,55.008,0.111,FULL,24,4
419,28,May3,size,0.000385,-162.031,0.211,FULL,24,4
419,28,May3,size,0.0002545,98.236,0.139,FULL,24,4
419,28,May3,size,0.000261,-13.158,0.143,FULL,24,4
419,28,May3,size,0.0003393,-146.464,0.186,FULL,24,4
419,28,May3,size,0.0002708,-170.311,0.149,FULL,24,4
419,28,May3,size,0.0002578,-145.491,0.14,FULL,24,4
419,28,May3,size,0.0004079,-176.279,0.223,FULL,24,4
419,28,May3,size,0.0003883,-165.727,0.213,FULL,24,4
419,28,May3,size,0.0003981,138.991,0.219,FULL,24,4
419,28,May3,size,0.0002741,33.311,0.15,FULL,24,4
419,28,May3,size,0.0002708,-67.166,0.149,FULL,24,4
419,28,May3,size,0.000261,-30.466,0.143,FULL,24,4
419,28,May3,size,0.0002708,-150.945,0.149,FULL,24,4
419,28,May3,size,0.0002871,-20.943,0.156,FULL,24,4
419,28,May3,size,0.0002088,54.039,0.113,FULL,24,4
419,28,May3,size,0.000261,145.305,0.143,FULL,24,4
419,28,May3,size,0.0002447,122.829,0.134,FULL,24,4
419,28,May3,size,0.0002806,34.439,0.153,FULL,24,4
419,28,May3,size,0.0002317,-104.826,0.127,FULL,24,4
419,28,May3,size,0.0003915,100.739,0.214,FULL,24,4
419,28,May3,size,0.0002121,-117.759,0.116,FULL,24,4
419,28,May3,size,0.0002121,32.949,0.116,FULL,24,4
419,28,May3,size,0.0002806,131.186,0.153,FULL,24,4
419,28,May3,size,0.0002251,40.236,0.122,FULL,24,4
419,28,May3,size,0.0002447,79.144,0.134,FULL,24,4
419,28,May3,size,0.0002839,48.814,0.155,FULL,24,4
419,28,May3,size,0.0003556,127.082,0.194,FULL,24,4
419,28,May3,size,0.0002773,126.327,0.152,FULL,24,4
419,28,May3,size,0.0002676,148.438,0.147,FULL,24,4
419,28,May3,size,0.0002643,148.299,0.144,FULL,24,4
419,28,May3,size,0.0002382,12.875,0.13,FULL,24,4
419,28,May3,size,0.0002382,-115.844,0.13,FULL,24,4
419,28,May3,size,0.0003459,20.171,0.189,FULL,24,4
419,28,May3,size,0.0002382,-2.386,0.13,FULL,24,4
419,28,May3,size,0.0002447,-175.365,0.134,FULL,24,4
419,28,May3,size,0.0004046,65.943,0.222,FULL,24,4
419,28,May3,size,0.0001958,-160.346,0.107,FULL,24,4
419,28,May3,size,0.0002186,-130.696,0.12,FULL,24,4
419,28,May3,size,0.0002284,-19.486,0.125,FULL,24,4
419,28,May3,size,0.0002251,71.03,0.122,FULL,24,4
419,28,May3,size,0.0002414,-88.452,0.133,FULL,24,4
419,28,May3,size,0.0002121,85.462,0.115,FULL,24,4
419,28,May3,size,0.0002382,126.552,0.131,FULL,24,4
419,28,May3,size,0.0003687,-157.068,0.203,FULL,24,4
422,29,May3,size,0.0003784,39.188,0.211,FULL,24,5
422,29,May3,size,0.0002417,6.089,0.134,FULL,24,5
422,29,May3,size,0.0002448,-158.477,0.136,FULL,24,5
422,29,May3,size,0.0002862,-95.136,0.159,FULL,24,5
422,29,May3,size,0.0002544,-74.554,0.14,FULL,24,5
422,29,May3,size,0.0002798,158.443,0.156,FULL,24,5
422,29,May3,size,0.0002258,-100.67,0.126,FULL,24,5
422,29,May3,size,0.0002798,63.435,0.156,FULL,24,5
422,29,May3,size,0.0003371,107.063,0.188,FULL,24,5
422,29,May3,size,0.0002894,140.44,0.16,FULL,24,5
422,29,May3,size,0.0003657,-123.968,0.204,FULL,24,5
422,29,May3,size,0.0003339,-27.061,0.185,FULL,24,5
422,29,May3,size,0.0003848,-121.701,0.213,FULL,24,5
422,29,May3,size,0.0003466,-124.129,0.193,FULL,24,5
422,29,May3,size,0.0002258,-27.3,0.124,FULL,24,5
422,29,May3,size,0.0002099,137.49,0.115,FULL,24,5
422,29,May3,size,0.0002258,160.017,0.125,FULL,24,5
422,29,May3,size,0.0001558,61.294,0.085,FULL,24,5
422,29,May3,size,0.0003243,-122.428,0.18,FULL,24,5
422,29,May3,size,0.0002226,-165.763,0.124,FULL,24,5
422,29,May3,size,0.0003402,19.29,0.19,FULL,24,5
422,29,May3,size,0.0002894,57.189,0.161,FULL,24,5
422,29,May3,size,0.000318,32.25,0.176,FULL,24,5
422,29,May3,size,0.0001781,69.928,0.099,FULL,24,5
422,29,May3,size,0.0001463,167.196,0.08,FULL,24,5
422,29,May3,size,0.0001367,-114.775,0.076,FULL,24,5
422,29,May3,size,0.0001177,-99.728,0.064,FULL,24,5
422,29,May3,size,0.000194,61.314,0.108,FULL,24,5
422,29,May3,size,0.0001622,-131.73,0.088,FULL,24,5
422,29,May3,size,0.0002162,43.807,0.12,FULL,24,5
422,29,May3,size,0.0002862,-66.038,0.159,FULL,24,5
425,30,May3,size,0.0003244,-166.527,0.178,FULL,24,6
425,30,May3,size,0.0002336,167.905,0.128,FULL,24,6
425,30,May3,size,0.0001752,-118.523,0.095,FULL,24,6
425,30,May3,size,0.0002271,-77.381,0.125,FULL,24,6
425,30,May3,size,0.0002433,16.477,0.132,FULL,24,6
425,30,May3,size,0.0003114,78.453,0.172,FULL,24,6
425,30,May3,size,0.0002887,-176.711,0.158,FULL,24,6
425,30,May3,size,0.0002692,-65.323,0.148,FULL,24,6
425,30,May3,size,0.0003309,3.4,0.182,FULL,24,6
425,30,May3,size,0.000253,-173.333,0.139,FULL,24,6
425,30,May3,size,0.0002368,-45,0.131,FULL,24,6
425,30,May3,size,0.0002076,43.069,0.113,FULL,24,6
425,30,May3,size,0.0003309,109.692,0.182,FULL,24,6
425,30,May3,size,0.0002919,35.311,0.16,FULL,24,6
425,30,May3,size,0.0002238,180,0.122,FULL,24,6
425,30,May3,size,0.0003374,127.093,0.185,FULL,24,6
425,30,May3,size,0.0002822,-5.315,0.155,FULL,24,6
425,30,May3,size,0.0002563,-79.695,0.14,FULL,24,6
425,30,May3,size,0.000266,-118.156,0.145,FULL,24,6
425,30,May3,size,0.0002855,-38.454,0.156,FULL,24,6
425,30,May3,size,0.0002563,-110.045,0.141,FULL,24,6
425,30,May3,size,0.00024,-159.075,0.131,FULL,24,6
425,30,May3,size,0.000399,-60.489,0.219,FULL,24,6
425,30,May3,size,0.0002725,163.96,0.15,FULL,24,6
425,30,May3,size,0.0001557,-68.875,0.085,FULL,24,6
425,30,May3,size,0.0003082,-72.719,0.169,FULL,24,6
425,30,May3,size,0.0002628,-60.876,0.145,FULL,24,6
425,30,May3,size,0.0001849,5.102,0.101,FULL,24,6
425,30,May3,size,0.0002563,37.747,0.141,FULL,24,6
425,30,May3,size,0.0003082,73.887,0.168,FULL,24,6
425,30,May3,size,0.0002368,-45,0.131,FULL,24,6
425,30,May3,size,0.0003503,-74.275,0.194,FULL,24,6
425,30,May3,size,0.0003276,-139.83,0.181,FULL,24,6
425,30,May3,size,0.0003276,-61.894,0.18,FULL,24,6
425,30,May3,size,0.0002628,108.886,0.145,FULL,24,6
425,30,May3,size,0.0002303,-24.376,0.126,FULL,24,6
425,30,May3,size,0.0002595,-92.203,0.141,FULL,24,6
425,30,May3,size,0.0003114,50.117,0.171,FULL,24,6
425,30,May3,size,0.0002498,173.157,0.137,FULL,24,6
425,30,May3,size,0.0003374,172.108,0.185,FULL,24,6
425,30,May3,size,0.0003276,-51.072,0.181,FULL,24,6
425,30,May3,size,0.0003114,-55.305,0.171,FULL,24,6
425,30,May3,size,0.0002433,136.637,0.133,FULL,24,6
425,30,May3,size,0.0003244,177.663,0.178,FULL,24,6
425,30,May3,size,0.000279,84.623,0.153,FULL,24,6
425,30,May3,size,0.0003049,179.384,0.168,FULL,24,6
425,30,May3,size,0.0003114,149.139,0.171,FULL,24,6
425,30,May3,size,0.0002498,48.18,0.137,FULL,24,6
425,30,May3,size,0.0001979,-105.422,0.108,FULL,24,6
425,30,May3,size,0.0002725,140.906,0.149,FULL,24,6
425,30,May3,size,0.0002725,-11.853,0.149,FULL,24,6
425,30,May3,size,0.0003309,-63.184,0.182,FULL,24,6
425,30,May3,size,0.0002692,-148.438,0.147,FULL,24,6
425,30,May3,size,0.0002173,64.983,0.119,FULL,24,6
425,30,May3,size,0.000133,-142.001,0.072,FULL,24,6
425,30,May3,size,0.0001719,-39.523,0.093,FULL,24,6
425,30,May3,size,0.0002433,95.477,0.133,FULL,24,6
425,30,May3,size,0.0003406,98.915,0.187,FULL,24,6
425,30,May3,size,0.0002692,-161.565,0.147,FULL,24,6
425,30,May3,size,0.0002855,64.622,0.156,FULL,24,6
425,30,May3,size,0.0002498,69.887,0.136,FULL,24,6
425,30,May3,size,0.0002757,84.56,0.151,FULL,24,6
425,30,May3,size,0.00024,-59.574,0.132,FULL,24,6
425,30,May3,size,0.0002271,98.366,0.124,FULL,24,6
425,30,May3,size,0.0002238,-53.973,0.123,FULL,24,6
425,30,May3,size,0.00024,-167.3,0.131,FULL,24,6
425,30,May3,size,0.0002303,-14.237,0.125,FULL,24,6
425,30,May3,size,0.0002692,-127.999,0.147,FULL,24,6
425,30,May3,size,0.000253,103.496,0.139,FULL,24,6
425,30,May3,size,0.0001492,-116.003,0.082,FULL,24,6
425,30,May3,size,0.0001687,-139.028,0.091,FULL,24,6
425,30,May3,size,0.0001849,-164.745,0.102,FULL,24,6
425,30,May3,size,0.0002595,54.293,0.142,FULL,24,6
425,30,May3,size,0.0002206,-61.526,0.121,FULL,24,6
425,30,May3,size,0.000146,-174.806,0.079,FULL,24,6
425,30,May3,size,0.0001881,-122.856,0.103,FULL,24,6
425,30,May3,size,0.0001525,126.119,0.083,FULL,24,6
425,30,May3,size,0.0002725,-114.102,0.15,FULL,24,6
425,30,May3,size,0.0002011,-108.435,0.109,FULL,24,6
425,30,May3,size,0.0001687,22.011,0.091,FULL,24,6
425,30,May3,size,0.0001557,12.265,0.084,FULL,24,6
425,30,May3,size,0.0002141,-164.667,0.117,FULL,24,6
425,30,May3,size,0.00024,-115.866,0.132,FULL,24,6
425,30,May3,size,0.0001622,-15.461,0.089,FULL,24,6
425,30,May3,size,0.000253,-24.567,0.139,FULL,24,6
425,30,May3,size,0.000279,9.462,0.153,FULL,24,6
425,30,May3,size,0.0002498,133.394,0.137,FULL,24,6
425,30,May3,size,0.000253,55.069,0.139,FULL,24,6
425,30,May3,size,0.0002108,14.47,0.115,FULL,24,6
425,30,May3,size,0.0002887,166.122,0.159,FULL,24,6
425,30,May3,size,0.0002433,-172.972,0.133,FULL,24,6
428,31,May3,size,0.0002553,-11.889,0.14,DEF,24,1
428,31,May3,size,0.0001778,42.769,0.098,DEF,24,1
428,31,May3,size,0.0002844,64.904,0.157,DEF,24,1
428,31,May3,size,0.0002165,-100.46,0.118,DEF,24,1
428,31,May3,size,0.0003426,107.745,0.189,DEF,24,1
428,31,May3,size,0.0002909,112.521,0.16,DEF,24,1
428,31,May3,size,0.0002101,15.333,0.115,DEF,24,1
428,31,May3,size,0.0002683,82.962,0.147,DEF,24,1
428,31,May3,size,0.0002392,-79.765,0.131,DEF,24,1
428,31,May3,size,0.0002618,163.163,0.144,DEF,24,1
428,31,May3,size,0.0003264,150.611,0.179,DEF,24,1
428,31,May3,size,0.0001971,-122.905,0.108,DEF,24,1
428,31,May3,size,0.0002779,30.16,0.153,DEF,24,1
428,31,May3,size,0.0002295,19.213,0.125,DEF,24,1
428,31,May3,size,0.0002715,26.565,0.149,DEF,24,1
428,31,May3,size,0.000307,71.372,0.168,DEF,24,1
428,31,May3,size,0.000181,72.216,0.099,DEF,24,1
428,31,May3,size,0.0002521,53.427,0.138,DEF,24,1
428,31,May3,size,0.0002068,119.859,0.113,DEF,24,1
428,31,May3,size,0.0001842,47.862,0.101,DEF,24,1
428,31,May3,size,0.0002456,137.161,0.135,DEF,24,1
428,31,May3,size,0.0002812,-124.611,0.155,DEF,24,1
428,31,May3,size,0.0002812,-128.454,0.155,DEF,24,1
428,31,May3,size,0.0002876,162.181,0.158,DEF,24,1
428,31,May3,size,0.0002779,-20.556,0.153,DEF,24,1
428,31,May3,size,0.0003297,-104.311,0.182,DEF,24,1
428,31,May3,size,0.0003006,8.746,0.165,DEF,24,1
428,31,May3,size,0.0003038,-107.464,0.167,DEF,24,1
428,31,May3,size,0.0002262,75.763,0.124,DEF,24,1
428,31,May3,size,0.0001971,-87.138,0.108,DEF,24,1
428,31,May3,size,0.0001616,-45,0.088,DEF,24,1
428,31,May3,size,0.0001454,-132.184,0.079,DEF,24,1
428,31,May3,size,0.0001584,15.461,0.087,DEF,24,1
428,31,May3,size,0.0002068,112.479,0.112,DEF,24,1
428,31,May3,size,0.0002618,40.446,0.144,DEF,24,1
428,31,May3,size,0.0002295,-114.376,0.125,DEF,24,1
428,31,May3,size,0.0002747,173.811,0.151,DEF,24,1
428,31,May3,size,0.0003135,-52.651,0.172,DEF,24,1
428,31,May3,size,0.0002553,-13.325,0.14,DEF,24,1
428,31,May3,size,0.0002327,-112.249,0.128,DEF,24,1
428,31,May3,size,0.0001454,108.435,0.08,DEF,24,1
431,32,May3,size,0.0002684,90,0.146,DEF,24,2
431,32,May3,size,0.0003306,5.711,0.182,DEF,24,2
431,32,May3,size,0.0001735,14.3,0.095,DEF,24,2
431,32,May3,size,0.0001375,90,0.073,DEF,24,2
431,32,May3,size,0.0003143,-68.311,0.172,DEF,24,2
431,32,May3,size,0.0003568,-108.435,0.195,DEF,24,2
431,32,May3,size,0.0003274,-56.47,0.18,DEF,24,2
431,32,May3,size,0.0003143,-39.036,0.172,DEF,24,2
431,32,May3,size,0.0001539,-52.883,0.083,DEF,24,2
431,32,May3,size,0.0002848,95.315,0.156,DEF,24,2
431,32,May3,size,0.0001342,130.914,0.072,DEF,24,2
431,32,May3,size,0.0001702,-23.051,0.092,DEF,24,2
431,32,May3,size,0.0001735,-46.548,0.094,DEF,24,2
431,32,May3,size,0.000347,157.797,0.19,DEF,24,2
431,32,May3,size,0.0003666,-19.411,0.201,DEF,24,2
431,32,May3,size,0.000144,69.444,0.077,DEF,24,2
431,32,May3,size,0.0002652,-149.281,0.146,DEF,24,2
431,32,May3,size,0.0002455,-139.899,0.134,DEF,24,2
431,32,May3,size,0.0001179,-73.61,0.064,DEF,24,2
431,32,May3,size,0.0003012,24.027,0.165,DEF,24,2
431,32,May3,size,0.0002259,74.745,0.124,DEF,24,2
431,32,May3,size,0.0001931,-71.878,0.106,DEF,24,2
431,32,May3,size,0.0001473,-165.651,0.079,DEF,24,2
434,33,May3,size,0.0001364,-43.995,0.073,DEF,24,3
434,33,May3,size,0.0001429,-173.211,0.077,DEF,24,3
434,33,May3,size,0.0001591,99.66,0.087,DEF,24,3
434,33,May3,size,0.0001494,119.427,0.081,DEF,24,3
434,33,May3,size,0.0001494,-178.727,0.081,DEF,24,3
434,33,May3,size,0.0003183,82.288,0.175,DEF,24,3
434,33,May3,size,0.0003183,-13.749,0.174,DEF,24,3
434,33,May3,size,0.0003832,-164.659,0.211,DEF,24,3
434,33,May3,size,0.0003767,-156.342,0.207,DEF,24,3
434,33,May3,size,0.0001364,-158.962,0.075,DEF,24,3
434,33,May3,size,0.0001884,-164.745,0.103,DEF,24,3
434,33,May3,size,0.0001526,44.119,0.083,DEF,24,3
434,33,May3,size,0.0001949,173.118,0.107,DEF,24,3
434,33,May3,size,0.0001656,-172.03,0.091,DEF,24,3
434,33,May3,size,0.0001786,176.82,0.097,DEF,24,3
434,33,May3,size,0.0003735,86.455,0.205,DEF,24,3
434,33,May3,size,0.0002728,-115.641,0.15,DEF,24,3
434,33,May3,size,0.0001461,-172.235,0.08,DEF,24,3
434,33,May3,size,0.0001461,-157.479,0.08,DEF,24,3
434,33,May3,size,0.0001721,126.431,0.094,DEF,24,3
434,33,May3,size,0.0001494,-69.146,0.08,DEF,24,3
434,33,May3,size,0.0001786,62.488,0.097,DEF,24,3
434,33,May3,size,0.0003507,-116.565,0.193,DEF,24,3
434,33,May3,size,0.0001689,142.907,0.093,DEF,24,3
434,33,May3,size,0.000354,-132.38,0.195,DEF,24,3
434,33,May3,size,0.0001461,18.853,0.078,DEF,24,3
434,33,May3,size,0.0001721,-152.447,0.094,DEF,24,3
434,33,May3,size,0.0001332,-85.711,0.072,DEF,24,3
434,33,May3,size,0.0001786,138.013,0.098,DEF,24,3
434,33,May3,size,0.0001591,158.199,0.087,DEF,24,3
434,33,May3,size,0.0001169,-115.821,0.063,DEF,24,3
437,34,May3,size,0.0003612,-177.397,0.199,DEF,24,4
437,34,May3,size,0.0001334,-141.116,0.072,DEF,24,4
437,34,May3,size,0.0001757,18.778,0.096,DEF,24,4
437,34,May3,size,0.000166,1.146,0.09,DEF,24,4
437,34,May3,size,0.0001204,-33.69,0.065,DEF,24,4
437,34,May3,size,0.0001595,62.354,0.087,DEF,24,4
437,34,May3,size,0.0001757,-117.512,0.096,DEF,24,4
437,34,May3,size,0.0003514,56.908,0.192,DEF,24,4
437,34,May3,size,0.000397,-5.711,0.218,DEF,24,4
437,34,May3,size,0.0003677,-74.476,0.202,DEF,24,4
437,34,May3,size,0.0002473,110.821,0.136,DEF,24,4
437,34,May3,size,0.0001822,-148.325,0.098,DEF,24,4
437,34,May3,size,0.0001757,120.018,0.095,DEF,24,4
437,34,May3,size,0.0001627,-66.038,0.089,DEF,24,4
437,34,May3,size,0.0003612,-151.805,0.198,DEF,24,4
437,34,May3,size,0.0003872,-171.733,0.212,DEF,24,4
437,34,May3,size,0.000397,-156.615,0.218,DEF,24,4
437,34,May3,size,0.0003645,4.122,0.201,DEF,24,4
437,34,May3,size,0.0001497,9.039,0.08,DEF,24,4
437,34,May3,size,0.0001855,34.824,0.102,DEF,24,4
437,34,May3,size,0.000166,-69.717,0.089,DEF,24,4
437,34,May3,size,0.0002213,-79.695,0.121,DEF,24,4
437,34,May3,size,0.0001562,60.709,0.085,DEF,24,4
437,34,May3,size,0.0001399,-13.707,0.076,DEF,24,4
437,34,May3,size,0.0002831,-101.441,0.155,DEF,24,4
437,34,May3,size,0.0001302,35.707,0.071,DEF,24,4
437,34,May3,size,0.0001529,-5.08,0.082,DEF,24,4
440,35,May3,size,0.0002207,116.565,0.12,DEF,24,5
440,35,May3,size,0.0003246,129.289,0.179,DEF,24,5
440,35,May3,size,0.0001656,-49.028,0.09,DEF,24,5
440,35,May3,size,0.0001266,-102.2,0.069,DEF,24,5
440,35,May3,size,0.0003668,172.235,0.201,DEF,24,5
440,35,May3,size,0.0002824,-118.072,0.154,DEF,24,5
440,35,May3,size,0.0003279,-43.781,0.18,DEF,24,5
440,35,May3,size,0.0001818,85.84,0.099,DEF,24,5
440,35,May3,size,0.0003831,145.088,0.21,DEF,24,5
440,35,May3,size,0.0002987,-90,0.164,DEF,24,5
440,35,May3,size,0.0003116,-88.191,0.171,DEF,24,5
440,35,May3,size,0.0001656,139.899,0.089,DEF,24,5
440,35,May3,size,0.0003441,-107.223,0.189,DEF,24,5
440,35,May3,size,0.0002305,-26.565,0.126,DEF,24,5
440,35,May3,size,0.0002954,-47.726,0.162,DEF,24,5
440,35,May3,size,0.0003311,22.751,0.183,DEF,24,5
440,35,May3,size,0.0001883,134.293,0.103,DEF,24,5
440,35,May3,size,0.0001363,72.897,0.074,DEF,24,5
440,35,May3,size,0.0001136,-53.471,0.061,DEF,24,5
440,35,May3,size,0.0001721,-94.399,0.094,DEF,24,5
440,35,May3,size,0.0001428,-176.009,0.078,DEF,24,5
440,35,May3,size,0.0001363,158.962,0.074,DEF,24,5
440,35,May3,size,0.0001558,-93.652,0.085,DEF,24,5
443,36,May3,size,0.0003347,-66.501,0.183,DEF,24,6
443,36,May3,size,0.0002887,-149.036,0.158,DEF,24,6
443,36,May3,size,0.0003248,16.587,0.177,DEF,24,6
443,36,May3,size,0.0003445,-49.279,0.189,DEF,24,6
443,36,May3,size,0.0003281,180,0.178,DEF,24,6
443,36,May3,size,0.0003281,90,0.178,DEF,24,6
443,36,May3,size,0.0003183,-163.644,0.174,DEF,24,6
443,36,May3,size,0.0001542,-43.21,0.083,DEF,24,6
443,36,May3,size,0.0001509,14.036,0.082,DEF,24,6
443,36,May3,size,0.0003084,18.239,0.168,DEF,24,6
443,36,May3,size,0.0003478,-88.348,0.189,DEF,24,6
443,36,May3,size,0.000292,164.687,0.159,DEF,24,6
443,36,May3,size,0.0001509,53.13,0.082,DEF,24,6
443,36,May3,size,0.0001673,62.928,0.091,DEF,24,6
443,36,May3,size,0.0003183,-30.556,0.174,DEF,24,6
446,13,May3,size,0.0003332,-95.654,0.183,FULL,16,1
446,13,May3,size,0.00033,-122.25,0.18,FULL,16,1
446,13,May3,size,0.0003234,-142.074,0.177,FULL,16,1
449,14,May3,size,0.0001925,163.78,0.104,FULL,16,2
449,14,May3,size,0.0003187,-10.954,0.172,FULL,16,2
449,14,May3,size,0.0002855,-31.079,0.155,FULL,16,2
449,14,May3,size,0.0002058,123.425,0.11,FULL,16,2
449,14,May3,size,0.0003121,-83.797,0.17,FULL,16,2
449,14,May3,size,0.0003087,168.69,0.167,FULL,16,2
449,14,May3,size,0.0003486,-157.166,0.189,FULL,16,2
449,14,May3,size,0.0002888,-29.249,0.157,FULL,16,2
449,14,May3,size,0.0002988,167.053,0.162,FULL,16,2
449,14,May3,size,0.0001892,111.038,0.102,FULL,16,2
449,14,May3,size,0.0001328,100.437,0.071,FULL,16,2
449,14,May3,size,0.0003519,26.075,0.191,FULL,16,2
449,14,May3,size,0.0002921,-82.711,0.159,FULL,16,2
449,14,May3,size,0.0003087,27.962,0.167,FULL,16,2
449,14,May3,size,0.0003452,-71.211,0.187,FULL,16,2
449,14,May3,size,0.0002125,-4.611,0.114,FULL,16,2
449,14,May3,size,0.0001328,40.764,0.07,FULL,16,2
449,14,May3,size,0.0003287,-145.823,0.178,FULL,16,2
449,14,May3,size,0.0003287,-125.47,0.178,FULL,16,2
452,15,May3,size,0.0003448,-116.313,0.186,FULL,16,3
452,15,May3,size,0.0003147,-90,0.17,FULL,16,3
452,15,May3,size,0.0003214,-35.538,0.174,FULL,16,3
452,15,May3,size,0.000221,-121.264,0.118,FULL,16,3
452,15,May3,size,0.0003549,-8.207,0.192,FULL,16,3
452,15,May3,size,0.0004084,-158.725,0.221,FULL,16,3
452,15,May3,size,0.000318,-54.462,0.172,FULL,16,3
452,15,May3,size,0.0003314,-134.17,0.179,FULL,16,3
452,15,May3,size,0.0003415,6.277,0.185,FULL,16,3
