term,estimate,std.error,statistic,p.value,phosphorus
B0,1.5520148385760844,0.19764160251833968,7.852672811798664,2.2063696986008735e-7,replete
E,3.416349091299684,0.5661082820101637,6.034797935067744,8.340503804748284e-6,replete
E_D,6.019756752152678,1.7384790048072631,3.4626571477175014,0.0026070597557572356,replete
T_h,294.2121146536296,0.6755813320521579,435.49473719163564,1.8362920808047074e-39,replete
B0,0.24208150925340366,0.424400275582432,0.5704084638521488,0.5747537696500135,deficient
E,4.79717423508534,1.5130855723746846,3.170457985106885,0.004809528906152075,deficient
E_D,5.331155083444144,1.345797905360388,3.9613340622762574,7.700830851797761e-4,deficient
T_h,294.23493100172726,2.875714947632002,102.31714073191226,1.1205169194616585e-28,deficient
