List File,59-APRIL26-R3_copy.lst
Start Time,2016-04-26  14:28:30
Sampling Time,8 sec

Count,208  of  208
Particles / ml,59120

Efficiency,15.9%
PPUI,6.62

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),112.31,21.87,3401.27,247.55,220.42
Aspect Ratio,0.84,0.42,0.99,0.13,14.85
Circle Fit,0.74,0.02,0.95,0.17,22.22
Circularity (Hu),0.93,0.53,1.00,0.08,8.94
Compactness,1.72,1.00,7.28,0.77,44.99
Diameter (ABD),10.65,5.28,65.81,5.45,51.23
Diameter (ESD),12.47,6.24,77.81,6.87,55.04
Elongation,2.95,1.00,20.82,2.57,86.97
Geodesic Aspect Ratio,0.51,0.05,1.00,0.28,55.95
Geodesic Length,20.55,6.72,199.89,19.19,93.36
Geodesic Thickness,7.52,3.28,18.55,2.11,28.05
Image Height,37.60,24.00,155.00,13.21,35.12
Image Width,36.23,25.00,161.00,12.37,34.13
Intensity,130.96,88.14,147.92,10.55,8.05
Length,14.05,6.71,86.48,8.07,57.41
Perimeter,56.15,26.87,436.88,39.25,69.91
Roughness,1.29,1.03,2.41,0.21,16.14
Sigma Intensity,43.42,11.96,53.80,6.63,15.27
Sum Intensity,66402.13,16336.00,1.23e+006,93074.47,140.17
Transparency,0.14,0.03,0.37,0.06,41.49
Volume (ABD),1613.11,76.91,1.49e+005,10435.70,646.93
Width,10.58,4.32,63.44,5.41,51.15

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,0,0.00,0.00,0.00,0.00
6-7um,5,2.40,0.15,1421,0.14
7-8um,13,6.25,0.65,3695,0.62
8-9um,36,17.31,2.43,10232,2.32
0-5um,0,0.00,0.00,0.00,0.00
5-10um,86,41.35,6.13,24444,5.85
10-15um,79,37.98,14.89,22454,14
15-20um,30,14.42,13.51,8527,13
20-25um,2,0.96,1.91,568,1.82
25-30um,5,2.40,5.19,1421,4.95
30-35um,2,0.96,4.60,568,4.39
35-40um,1,0.48,4.83,284,4.61
40-45um,1,0.48,4.36,284,4.16
45-50um,0,0.00,0.00,0.00,0.00
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,0,0.00,0.00,0.00,0.00
65-70um,0,0.00,0.00,0.00,0.00
75-80um,1,0.48,44.47,284,42
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,32,15.38,2.90,9095,2.76
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

