List File,61-APRIL5-R1.lst
Start Time,2016-04-05  13:31:50
Sampling Time,1 min 24 sec

Count,1347
Particles / ml,39309

Efficiency,16.3%
PPUI,1.89

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),80.16,19.60,663.64,53.72,67.02
Aspect Ratio,0.85,0.29,1.00,0.12,14.34
Circle Fit,0.75,0.00,0.94,0.16,21.75
Circularity (Hu),0.87,0.10,1.00,0.23,26.01
Compactness,2.54,1.00,14.88,2.43,95.47
Diameter (ABD),9.66,5.00,29.07,2.95,30.52
Diameter (ESD),12.01,5.25,34.88,3.96,32.99
Elongation,5.59,1.00,44.73,7.80,139.45
Geodesic Aspect Ratio,0.53,0.02,1.00,0.37,71.00
Geodesic Length,21.78,5.77,109.33,14.76,67.76
Geodesic Thickness,7.12,1.23,23.96,3.50,49.12
Intensity,154.15,96.73,207.05,21.01,13.63
Length,13.13,5.58,37.18,4.39,33.44
Perimeter,57.81,23.10,234.26,26.51,45.87
Roughness,1.40,1.04,2.78,0.37,26.13
Sigma Intensity,32.75,2.55,55.07,13.47,41.14
Sum Intensity,62535.56,16672.00,4.29e+005,35447.42,56.68
Transparency,0.17,0.03,0.69,0.14,82.74
Volume (ABD),618.36,65.29,12860.74,761.45,123.14
Width,10.57,4.16,31.97,3.61,34.15

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,27,2.00,0.24,788,0.06
6-7um,81,6.01,1.03,2364,0.25
7-8um,116,8.61,2.25,3385,0.55
8-9um,138,10.24,3.90,4027,0.95
0-5um,0,0.00,0.00,0.00,0.00
5-10um,496,36.82,12.70,14475,3.09
10-15um,534,39.64,40.86,15584,9.93
15-20um,278,20.64,33.08,8113,8.04
20-25um,29,2.15,6.70,846,1.63
25-30um,4,0.30,2.76,117,0.67
30-35um,3,0.22,3.60,88,0.88
35-40um,0,0.00,0.00,0.00,0.00
40-45um,0,0.00,0.00,0.00,0.00
45-50um,0,0.00,0.00,0.00,0.00
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,0,0.00,0.00,0.00,0.00
65-70um,0,0.00,0.00,0.00,0.00
75-80um,0,0.00,0.00,0.00,0.00
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,132,9.80,5.24,3852,1.27
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

