List File,39-June2-R1.lst
Start Time,2016-06-02  11:11:36
Sampling Time,1 min 58 sec

Count,4033
Particles / ml,84344

Efficiency,16.2%
PPUI,3.09

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),68.11,19.60,2613.69,114.72,168.43
Aspect Ratio,0.76,0.06,1.00,0.15,19.26
Circle Fit,0.71,0.00,0.95,0.14,20.09
Circularity (Hu),0.89,0.11,1.00,0.09,9.67
Compactness,1.60,1.00,14.33,0.69,43.15
Diameter (ABD),8.53,5.00,57.69,3.73,43.69
Diameter (ESD),10.12,5.27,77.50,5.00,49.39
Elongation,2.53,1.00,42.98,2.30,90.87
Geodesic Aspect Ratio,0.60,0.02,1.00,0.32,53.60
Geodesic Length,15.54,5.77,254.63,13.51,86.97
Geodesic Thickness,6.93,1.93,18.46,2.01,29.02
Image Height,31.87,19.00,188.00,10.31,32.33
Image Width,32.96,21.00,150.00,8.87,26.90
Intensity,143.20,93.21,207.75,14.32,10.00
Length,11.86,5.74,96.08,6.22,52.48
Perimeter,44.92,23.10,532.63,27.12,60.37
Roughness,1.23,1.03,2.97,0.18,14.37
Sigma Intensity,29.19,2.87,54.32,13.68,46.86
Sum Intensity,48510.59,15286.00,1.05e+006,49634.91,102.32
Transparency,0.15,0.03,0.66,0.05,37.39
Volume (ABD),643.94,65.29,1.01e+005,3573.70,554.98
Width,7.95,3.02,71.15,3.76,47.33

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,57,1.41,0.16,1192,0.09
6-7um,503,12.47,1.91,10519,1.04
7-8um,748,18.55,4.04,15643,2.19
8-9um,736,18.25,5.90,15392,3.20
0-5um,0,0.00,0.00,0.00,0.00
5-10um,2748,68.14,19.65,57470,11
10-15um,916,22.71,19.14,19157,10
15-20um,220,5.45,12.21,4601,6.63
20-25um,83,2.06,8.95,1736,4.86
25-30um,24,0.60,4.48,502,2.43
30-35um,11,0.27,3.68,230,2.00
35-40um,5,0.12,2.92,105,1.58
40-45um,6,0.15,2.95,125,1.60
45-50um,4,0.10,3.73,84,2.02
50-55um,3,0.07,1.20,63,0.65
55-60um,1,0.02,1.77,21,0.96
60-65um,2,0.05,5.30,42,2.88
65-70um,0,0.00,0.00,0.00,0.00
75-80um,2,0.05,7.61,42,4.14
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,675,16.74,7.44,14117,4.04
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

